0,39.006,1176.2,42.138,1180,38.542,1093.3,47.742,1069.1,34.484,1104.6,57.936,1692.5,30.501,936.2,35.771,1113.4,70.816,1150.5,47.688,1087.3,42.45,1025.9,48.79,1460.2
304,41.175,1742.5,47.055,1767.3,40.442,1601,48.602,1571.3,34.68,1652.6,61.932,2399,35.379,1433.8,36.474,1587.8,73.265,1527.1,52.697,1630.1,41.222,1573,49.419,2190.7
604,41.305,1575.5,44.226,1539,40.802,1462.9,48.505,1434.7,38.734,1587.8,63.193,2118.9,27.897,1062.6,30.336,1242.1,76.716,1365.5,46.702,1354.3,40.763,1059.2,51.514,1790.7
904,44.052,1174.5,43.958,1205.7,37.297,1129.6,51.368,1069.5,36.899,1146.9,59.577,1498.7,29.251,947.67,32.052,1039.3,78.302,1167.5,46.678,985.12,41.846,911.62,53.503,1403.7
1204,40.768,1912.9,46.638,2009.1,39.283,1831.6,48.758,1720.8,38.973,1876.3,64.557,2455.2,32.805,1485,30.862,1541.9,77.732,1818.1,46.031,1428.4,41.209,1530.1,57.855,2123.6
1504,47.086,1449.7,49.235,1469.9,42.469,1377,51.9,1255.4,38.062,1329.6,59.224,1753.1,28.078,1023.7,30.989,1082.1,77.456,1274.5,51.989,1150.9,43.184,1028.8,64.661,1739.4
1804,33.491,1236.2,39.343,1280.5,33.635,1170.8,39.959,1057.1,32.334,1117.1,48.415,1494.1,20.845,876.85,26.704,991.93,71.617,1109.6,41.517,1023.8,36.463,869.71,53.775,1465.7
2104,43.796,1855.4,40.164,1941,40.104,1750.1,43.017,1584.1,30.092,1516.2,50.346,2195,27.803,1410.2,28.167,1475.7,74.742,1449.4,46.17,1618.8,43.567,1538.9,65.846,2203.3
2404,41.689,1608.2,45.858,1821.5,44.061,1600.9,43.648,1379.3,37.253,1632.9,51.634,1950.9,28.629,1199.4,31.883,1279.6,84.806,1342.7,50.556,1428.6,42.09,1236,64.115,1944.2
2704,42.562,1222.6,48.339,1468.5,41.548,1301.8,43.425,1073.1,40.764,1296.6,50.549,1525.2,33.198,987.23,34.267,1075.7,86.133,1161.7,51.781,1095.8,45.285,977.7,68.938,1490
3004,44.077,1431.4,48.917,1716.1,46.441,1679.5,40.684,1278.2,38.685,1582.7,55.355,1832.8,28.175,1112.2,32.401,1170.9,77.437,1273.5,43.862,1308.6,42.765,1012.2,69.85,1780.9
3304,42.922,1892.7,45.874,2354.1,48.093,2298.8,39.825,1709.5,38.667,2067.7,47.097,2447,28.532,1453.6,28.607,1610.8,73.008,1713.7,46.581,1761.2,40.538,1502.4,66.859,2306.5
3604,42.332,1839.5,43.8,2305.6,49.427,2318.8,40.376,1679.3,39.448,2018.9,50.8,2486,28.083,1374.2,28.587,1633.5,72.55,1668.7,42.851,1684.4,40.556,1486,67.258,2260.6
3904,44.65,1456.2,48.652,1762.8,49.724,1822.4,39.501,1311.7,42.418,1508,48.501,1952.7,28.501,1009.3,29.716,1172.6,75.599,1271.1,43.994,1355.1,44.567,1095.5,68.436,1850.6
4204,43.857,1718.3,48.74,2127.5,50.382,2164.6,44.535,1540.4,43.266,1733.6,53.637,2323.7,33.631,1240.4,33.005,1480.1,79.567,1473.6,43.561,1646,54.69,1450.5,69.963,2167.9
4504,43.174,1406.8,47.733,1678.2,46.965,1744.2,36.432,1212.5,38.859,1374.8,47.494,1841.7,28.139,974.35,30.329,1243.4,77.53,1300.1,44.724,1329.9,48.246,1144.5,64.901,1724.4
4804,40.434,1476.7,49.495,1812.7,39.824,1795.7,37.706,1258.7,33.971,1362.2,48.358,2008.2,26.921,998.26,30.976,1214.3,71.833,1338.8,41.039,1426.2,44.652,1141,64.222,1909.4
5104,44.741,1935.2,50.388,2107.6,41.377,2004.1,35.555,1470.6,34.466,1583.2,46.574,2339.6,29.606,1370.8,26.703,1573.8,72.572,1569.5,37.898,1801.8,46.265,1547.6,61.718,2172.9
5405,40.57,1801.2,50.744,1989.3,45.31,2061.5,37.22,1400.1,40.966,1497,49.376,2267.8,29.112,1193.8,27.787,1368.2,74.22,1401.3,43.237,1702.4,39.823,1142,66.235,2291.7
5704,43.291,1952.5,49.507,2002.9,40.884,2096.2,34.86,1392.9,37.941,1437.4,46.239,2340.6,23.927,1315.2,24.809,1336.6,71.244,1455,40.623,1819,42.333,1252.5,65.762,2342.1
6004,44.355,1498.2,46.51,1418.9,41.651,1487,35.779,1000.4,38.144,1020.6,45.39,1690.9,27.55,984.13,32.648,1116.3,69.379,1152.3,41.625,1317.9,42.968,967.44,64.776,1687.4
6304,52.398,1838.5,52.83,1697.4,46.14,1735.2,41.306,1226.6,38.047,1225.3,54.385,2092.5,30.7,1157.2,36.374,1211.6,81.276,1297.8,42.515,1650.4,47.242,957.61,66.563,2056.8
6604,41.702,1975.1,43.992,1741.2,35.742,1682.1,29.074,1255.6,32.501,1243.7,43.538,2083.9,19.327,1219.6,27.058,1176.8,61.731,1306.4,38.27,1716,43.917,1225.8,56.883,2090.7
6904,55.304,2551.6,42.621,2237.4,40.45,2002.4,35.017,1546.2,35.799,1528.8,48.934,2568.8,27.168,1569.4,30.736,1538,67.601,1756.2,43.874,2016.4,44.463,1323.7,68.954,2395.7
7204,53.77,1977.7,41.211,1650.4,37.454,1424.2,35.535,1192.2,32.134,1171.8,48.081,1963.8,27.127,1217.3,32.876,1177.5,68.741,1292.8,41.827,1564,45.426,1154.5,60.397,1927.5
7504,52.721,1663,40.502,1377.2,32.385,1115.4,39.205,1013.4,31.876,996.93,43.515,1580,24.654,1069.7,34.002,1094.1,65.879,1172.4,40.25,1257.2,44.165,996.56,58.29,1545.6
7804,59.534,2361.6,39.959,1916.4,36.769,1755.3,39.153,1391.2,29.529,1369.9,46.42,2248.4,30.901,1585.5,35.514,1484.6,67.812,1485.4,42.288,1854.4,47.177,1393.4,64.177,2291.9
8104,62.829,2075.6,44.056,1646.2,38.369,1544.5,42.747,1272.9,34.812,1231.3,55.537,2095.9,30.707,1402.3,43.826,1303.6,71.191,1328.2,45.271,1710.2,48.512,1088.9,61.288,2077.9
8404,61.231,2136.8,39.338,1721.1,36.142,1618.2,41.905,1403.2,36.781,1295.8,53.268,2236.9,32.129,1523.4,37.513,1420.1,70.991,1426.9,44.02,1875.1,45.673,1237.7,60.643,2191.4
8704,56.267,1855.2,40.716,1569.8,34.722,1410.8,40.175,1266.2,32.601,1106.2,54.943,1963.8,27.788,1326.7,37.089,1193.6,67,1325.9,43.674,1659.9,45.137,1127.9,57.544,1944.4
9004,51.177,1473.6,33.681,1289.2,32.757,1151.1,37.34,1069.2,27.458,843.85,46.315,1575.8,27.495,1065.9,32.017,1012.7,69.312,1202.3,45.949,1339.6,43.888,761.28,59.234,1624.2
9304,53.048,1967.3,38.303,1770.1,35.436,1512.5,38.678,1437.7,33.417,1107.4,52.512,2104.8,30.418,1464.8,37.311,1306.9,69.767,1511,46.243,1758.7,40.553,1160.9,59.114,2138.5
9605,57.745,1743.5,40.029,1489.3,37.876,1274.9,43.985,1294.3,32.283,1065.7,53.541,1757.8,30.217,1299.7,38.277,1192,69.94,1410.7,42.209,1586.4,45.303,1175.4,61.922,1847.5
9904,58.648,1352.1,43.47,1152.6,41.243,1156.2,44.112,1053.6,34.65,834.73,59.174,1487.9,37.318,1051.5,40.203,956.17,73.384,1165.6,45.038,1234.3,44.18,889.82,61.902,1469.8
10205,50.439,1349.3,39.687,1158.4,39.006,1209.9,41.803,1128,30.561,882.37,55.541,1529.3,32.1,1096.4,31.719,1007.6,71.479,1204.4,41.551,1275,43.081,941.93,62.244,1517.3
10504,50.484,1552.3,40.536,1356.9,39.734,1467.4,41.98,1434.2,35.917,1115.6,57.659,1867.1,33.473,1377.5,41.885,1218.8,72.219,1371.3,46.167,1603.8,45.471,1254.6,57.677,1861.1
10804,42.973,1042.8,35.351,910.47,33.355,1013.2,34.689,1003.1,31.67,777.61,48.501,1286.4,30.919,935.47,36.876,916.1,59.584,969.22,40.458,1075.4,42.984,909.82,49.776,1239.5
11104,46.685,1037,38.234,922.42,38.237,1072.8,42.162,1060.5,34.733,792.95,56.014,1369.6,47.151,1022.7,42.93,862.98,67.793,889.08,46.028,1185.1,50.913,978.16,51.222,1203.2
11404,49.697,1421.1,41.275,1213.8,39.046,1244,37.991,1305.6,41.828,1000.6,53.367,1534.1,59.134,1236.9,60.111,1207.2,77.685,1181.3,46.114,1418.2,56.399,1247.2,62.207,1741.6
11704,62.007,966.26,53.644,898.83,45.784,850.97,57.784,923.87,62.529,745.71,68.315,995.23,87.45,867.88,86.813,839.47,103.83,917.05,65.784,985.44,75.311,844.3,66.537,1145.3
12004,76.003,981.71,68.533,942.53,60.65,966.85,73.978,958.06,94.828,781.36,97.398,1176.4,135.96,923.71,125.47,811.32,137.32,897.78,85.207,1038.5,93.054,924.13,87.262,1261.5
12304,78.824,776.27,76.575,809.15,75.513,777.91,89.764,834.55,106.84,660.9,94.725,864.96,149.57,750.39,142.5,700.57,143.71,783.32,84.082,850.8,95.314,752.59,80.973,1035.2
12604,117.7,1017.8,119.86,1067.7,124.17,1119.2,143.16,1076,170.55,850.16,181.68,1293.9,234.82,1017.2,229.15,906,210,903.68,136.8,1164.4,159.68,1164.8,131.05,1483
12904,121.23,837.45,126.36,894.18,139.38,945.21,166.85,914.99,187.89,728.35,203.58,1094.4,258.48,826.99,260.69,762.93,217.34,736.29,135.71,985.77,175.06,997.98,138.26,1206.6
13204,154.2,1031.6,158.11,1045.9,167.47,1083.6,202.33,1063.9,234.49,856.02,240.07,1237,299.35,970.5,309.22,889.09,264.73,867.16,158.8,1161,219.87,1187.1,152.98,1444.8
