0,20.935,1214.5,608.78,686.71,37.394,1825.9,1155.3,332.03,559.92,774.35,1017.2,564.36,564.52,1137.6,46.769,532.53,42.431,631.85
214,37.786,1439.1,1202.7,853.91,55.723,2244.8,2113.2,407.76,992.68,920.69,1759.8,666.86,1021.7,1205.3,64.197,623.17,55.452,731.04
454,31.282,1517.3,1184.3,925.51,51.744,2498.7,1954.5,443.05,981.36,982.65,1702.8,709.13,1042.7,1342.4,62.617,677.55,55.947,761.33
695,17.335,976.82,677.7,595.83,33.15,1674.4,1013.5,280.07,563.11,641.83,1028.5,472.96,522.22,922.31,44.743,480.99,39.352,485.55
934,36.976,1188.6,1496.8,801.27,58.962,2110.5,2135.9,376.82,1176.6,869.41,1815.1,560.18,1409.1,977.86,62.514,568.28,55.8,633.19
1173,26.108,1163.2,1369.1,848.91,48.997,2220.2,1849.7,384.47,1139.4,915.9,1587.7,547.72,1331.4,972.11,60.157,577.32,57.363,664.71
1413,12.187,634.48,756.06,542.99,32.5,1391.5,828.45,226.96,594.4,568.03,852.93,347.27,662.06,627.67,48.661,374.17,47.873,413.01
1697,36.708,886.96,1875.8,744.46,80.317,1823.8,1978.9,310.41,1473.5,835.95,1746.1,444.19,1769.2,825.25,114.36,491.2,123.46,597.88
1892,29.215,632.75,1408.3,462.02,76.864,1151.8,1557.5,200.14,1234.8,553.34,1555.6,320.7,1768.8,612.11,127.63,338.63,149.09,413.15
2132,27.494,465.16,992.93,426.46,67.688,963.18,946.33,175.59,840.03,490.21,938.36,263.26,1042.1,483.47,138.5,326.92,147.27,348.36
2372,34.403,262.62,944.53,296.45,94.967,714.59,880.22,138.39,599.18,294.98,633.34,170.37,732.7,290.54,199.58,290.06,108.36,185.96
2611,60.598,500.32,1542,408.39,188.96,1108.6,1713.3,195.37,1206.4,438.22,1928.8,324.55,2348.4,571.69,310.18,296.81,428,373.52
2851,97.046,593,1996.6,495.23,313.61,1288.6,2185.1,235.28,1644,532.42,2366.5,379.89,3053.1,670.41,493.78,358.12,673.63,448.3
3091,56.229,681.33,939.54,572.82,180.4,1457.8,976.58,278.95,780.1,616.55,1124.7,424.97,1645.6,751.64,326.12,411.45,444.55,504.99
3331,106.01,434.81,1466.8,384.21,327.29,956.06,1495.9,187.57,1215.2,407.88,1753.5,295.92,2703.7,567.44,507.5,269.34,764.86,364.55
3571,171.66,465.03,1896.3,412.65,487.68,1015.7,1922,207.36,1576.1,434.84,2144.3,322.09,3565.8,631.73,696.39,276.02,1078.8,398.2
3811,366.69,347.11,3200.3,297.81,917.65,729.9,3115.9,150.35,2633.6,328.65,3332.9,237.4,5683.2,467.55,1441.7,234.64,1925.1,295.27
4051,404.51,380.3,2892.7,327.82,930.28,785.43,3035.8,175.76,2497.3,357.71,3138.5,268.01,5545.8,517.04,1489.2,250.64,2009.5,321.71
4292,338.95,449.66,2129.1,409.97,764.05,950.15,2319.7,227.49,1840.3,413.47,2506.9,327.98,4332.3,611.91,1148.4,281.55,1631.2,387.25
4532,231.4,278.44,1333.9,268.03,522.77,613.15,1391.6,145.19,1141.9,261.21,1639.6,221.85,2978.8,412.97,710.54,172.75,1169.2,262.46
4772,568.78,319.78,3037.3,313.09,1205.7,683.59,2972.2,169.75,2418.9,302.93,3176.1,249.42,5810.5,462.9,1928.9,236.48,2442,303.28
5011,597.25,428.43,2606.1,402.79,1145.8,886.27,2750.8,227.5,2395.5,404.13,2916.2,309.38,5145.9,550.84,2018.2,309.72,2378.6,374.52
5252,503.67,300.33,1982.3,285.43,914.72,611.23,2098.4,165.11,1888,285.86,2351.2,226.44,4227.1,413.99,1726,226.57,2079.3,281.94
5491,562.56,262.35,2215.9,278.58,1013.9,564.47,2169,162.47,1934.1,262,2490.8,222.95,4663.9,409.14,1772.5,205.65,2250.6,281.38
5731,412.07,150.35,1557.6,158.83,771.12,326.94,1544.8,98.001,1375.2,153.79,1834.7,136.17,3607.2,269.3,1080,114.84,1776.6,180.58
5972,389.62,192.18,1335,208.1,727.98,421.98,1334.5,125.76,1209.5,203.17,1683.7,173.9,3187.2,324.96,1178.3,151.58,1694.2,224.85
6212,811.69,289.52,2716.8,337.51,1373.7,623.39,2623.7,201.51,2223.8,291.28,3091.2,258.76,5107.6,434.98,2776.7,266.79,2735.9,293.52
6451,965.01,230.24,2544.9,230.76,1338.5,446.9,2517.9,142.84,2631.2,244.07,2923.4,186.82,5054.4,329.08,2806.4,198.83,3070.3,232.86
