0,55.916,1336.7,41.48,1300.6,36.486,1288.6,42.248,1388,42.67,1498.7,46.489,1611.7,75.011,2407.4,40.275,1517.6
303,43.763,1535,25.453,1688.8,24.811,1527.1,37.549,1699,36.063,1730.3,45.075,1912.8,56.777,2834.9,33.761,1753.6
603,42.17,1053.5,22.917,976.71,31.206,1050.1,35.39,1049.2,34.892,1141.4,45.25,1401.6,60.955,2080.9,33.927,1203.2
904,41.01,1151.7,31.053,1186.1,34.827,1192.2,39.009,1151.1,37.787,1391.9,38.13,1540.9,62.029,2399.4,38.248,1316.2
1204,33.724,1218,23.035,1665.2,25.303,1490.7,29.449,1363.7,38.253,1751.2,37.981,1696.6,49.575,2790.6,33.704,1519.7
1503,51.024,1252.9,36.21,1282.4,41.15,1178,45.576,1274.1,48.361,1502.6,46.554,1447,69.388,2507.5,46.818,1380.6
1803,38.584,1354.8,26.908,1400.7,31.112,1292.6,40.913,1307.6,39.304,1579.5,46.79,1545.2,58.002,2703.6,38.725,1420
2103,61.629,995.08,38.626,1105.8,44.795,982.81,57.663,1016.9,58.156,1133,62.241,1232,84.092,2102.5,68.32,1064.6
2403,99.875,1135.5,64.093,1135.9,65.931,1046,93.424,1141.8,80.593,1240.7,82.304,1315.2,126.74,2353,125.29,1196.2
2704,137.87,1219.8,84.348,1341.7,74.426,1198.8,130,1240,119.67,1370.7,110.97,1424.4,177.89,2624.3,173.22,1278.6
3003,161.49,684.2,94.024,708.92,84.872,612.94,135.19,627.15,135.99,743.5,128.71,843.62,216.21,1408.3,170.11,643.95
3303,296.28,946.54,225.96,1029.3,181.9,895.36,293.51,967.51,268.16,1085.8,214.6,1089.6,443.76,1964.4,363.05,1002
3603,344.04,759.63,234.36,770.09,196.56,639.23,328.42,699.97,277.89,777.86,243.71,816.19,498.08,1459.1,365.36,706.44
3905,468.77,741.4,343.36,775.18,247.35,629.34,461.13,718.84,402.49,819.95,329.13,823.44,746.61,1551.4,506.9,760.48
4203,637.61,822.22,511.56,796.37,340.72,671,658.1,743.27,523.86,825.57,427.45,867.9,982.31,1499.9,626.15,746.61
4504,632.41,734.21,460.18,716.37,278.42,531.58,671.08,699.69,496.68,780.4,429.45,794.73,920.35,1357.1,571.96,662.12
4804,194.8,253.03,177.56,247.55,124.37,231.89,218.5,247.6,300.71,397.64,143.64,267.28,493.62,603.53,249.5,306.12
5103,797.24,698.97,608.21,579.18,396.97,538.28,784.06,557.12,533.59,644.26,522.41,716.51,981.55,1104.7,626.13,593.03
5405,328.29,187.47,1007.2,481.97,618.91,405.53,1151.4,406.5,837.04,513.05,776.85,543.13,1502.3,865.53,949.26,446.85
5703,40.782,70.839,1020.4,451.66,529.34,371.43,1005,370.55,788.07,474.98,746.28,507.2,1278.3,752.69,845.85,419.63
6003,86.703,85.624,1486.5,446.74,785.28,371.42,1495.1,369.11,1065.1,450.81,1003.7,477.6,1821.8,751.09,1203.9,422.15
6303,57.899,73.245,1551.3,428.25,827.63,368.21,1589.6,362.35,1158.9,464.6,1065.9,482.85,1947.3,754.52,1222.4,428.82
6604,75.219,76.035,1247,310.33,717.45,324.25,1334.3,298.04,1034.5,397.92,935.21,408.99,1466.4,556.3,1138.2,371.94
6903,241.52,134.72,1370.9,366.14,678.19,341.13,1494.7,328.24,1023,391.18,990.1,431.68,1464.2,591.68,992.53,337.16
7203,1664.5,409.45,1696.9,364.22,916.73,374.33,1965,364.48,1374.7,428.6,1171.2,444.27,2016.2,651.64,1382.3,386.23
7504,1641.5,441.19,1615,381.09,856.88,403.33,1792.7,347.54,1229.5,425.82,1209.1,478.07,1837.9,652.1,1274.7,392.37
7804,1947.7,364.72,1749.6,329.45,1031.5,362.64,1877.1,274.91,1487.4,363.95,1380.6,395.6,2088.6,538.92,1420.3,305.97
8104,2347.2,443.29,1747.1,318.75,908.52,348.61,1969.3,306.07,1633.1,410.05,1342.6,405.04,1936.9,568.66,1383.2,336.49
8403,1854.8,452.83,1812.1,410.91,1109.4,511.32,1955.1,379.02,1697.1,515.56,1484.1,525.45,2178,746.08,1358.3,393.23
8703,2652.8,314.86,2220.1,270.13,1435.6,336.2,2685.9,264.74,2310.7,344.57,1937.8,355.65,2901.6,505.8,1740.4,260.95
9003,3177,442.1,2665.8,329.45,1583.6,390.39,2960.7,320.35,2561,411.94,2177.4,440.02,2820.3,577.18,1970,332.29
9304,2187.6,297.04,1273.6,200.41,1007.2,260.69,2014.4,224.08,1742.6,286.63,1301.6,283.35,2097.9,425.01,1159,203.78
9604,2816.3,359.43,2403.2,287.69,1617,353.74,2647.8,259.25,2483.7,350.15,2079.5,399.87,2514.6,497.66,1582.9,253.72
9903,2446.4,318.43,1511.8,196.44,1422.2,305.04,2322.2,241.99,2098.5,301.47,1610.8,323.65,2384.1,448.98,1014.3,195.39
10203,2934.8,383.76,2622.2,327.04,1899.9,429.39,2866.9,302.13,3028.7,402.05,2431.8,459.57,2708,549.88,1708.6,270.21
10503,2528.7,326.57,2243.5,260.4,1644.8,350.86,2578.4,259.44,2735.9,351.49,2181.3,397.07,2370.9,484.99,1537,246.98
10803,2400.4,340.65,2105.2,273.87,1546.5,380.98,2614.3,288.52,2632.4,370.64,2100.7,413.58,2176,500.66,1480,260.78
11103,2551.4,267.14,2139.4,228.86,1570.9,298.03,2567.5,218.64,2577.8,272.43,2267.1,333.68,2135.5,383.05,1535.5,200.78
11403,2529.1,304.74,2159.5,232.68,1579.5,336.46,2544.7,253.7,2470.6,295.2,2241.2,369.02,2001.9,427.47,1482.8,226.84
11704,2414.6,333.36,1974.4,259.42,1478.3,385.17,2375.2,273.66,2358.9,316.01,2195.6,401.77,1331.1,388.29,1412.2,238.67
12003,2295.4,296.06,1972.3,232.38,1566.9,368.22,2327,246.96,2440.8,299.94,2369.6,388.42,1899.7,478.26,1361.4,224.71
12303,2447.3,318.89,2078,242.37,1564.8,379.39,2385.1,253.47,2405.3,291.52,2287.5,381.72,1884.1,473.08,1477.3,230.91
12603,1408,344.06,1354.1,297.08,1120.1,492.91,1662,308.96,1800.7,373.98,1694.5,472.76,1362.5,636.59,906.66,263.11
12903,2091.9,347.25,1691.9,245.08,1339.2,412.15,2020.6,260.59,2180.9,319.14,1974.4,409.88,1542.3,533.03,1247,242.61
13204,1367.8,389.36,1127.8,258.2,849.94,440.49,1226.9,262.94,1422.4,340.85,1319.2,445.72,988.96,549.44,816.49,270.46
13503,1290.9,457.22,1106.1,325.04,860.88,595.06,1385.6,340.39,1445.5,410.78,1369.2,552.64,1021.8,691.1,801.44,324.47
13803,1618.4,449.18,1265.9,270.66,1040.2,545.16,1648.8,304.39,1724.6,383.68,1624.9,532.48,1220.6,618.85,1015.1,308.49
14104,1051.4,464.18,804.71,285.59,606.39,523.35,1028.9,293.74,1021.4,377.52,991.69,518.6,584.37,479.57,588.17,296.85
14403,1268.2,434.22,967.96,248.91,771.33,481.78,1230.2,269.37,1295,353.58,1226.2,500.43,793.72,486.95,781.14,293.63
14703,981.78,429.23,702.76,237.37,547.91,449.41,946.7,257.69,974.99,337.5,889.98,460.97,653.44,488.24,570.19,287.3
15003,757.05,326.06,513.85,185.94,373.38,340.84,590.19,173.51,733.27,263.33,682.52,354.8,468.55,364.72,407.53,198.13
