0,24.579,1306.2,11.39,35.038,30.065,1442.8,30.264,1437.9,31.875,1173.6,NaN,21.516,19.196,1442.6,46.686,1253,49.293,1707,35.503,1529.7,18.084,40.281
304,26.592,1088.4,12.219,34.561,43.329,1276.5,36.503,1252.8,40.643,966.74,0.27416,19.382,23.225,1240.5,55.157,1170.8,53.767,1506.7,47.079,1376.1,13.956,43.981
604,23.057,1350.4,13.81,37.797,35.624,1664.8,34.994,1675.2,37.314,1261,3.0355,29.148,24.731,1612.8,55.412,1386.7,52.89,1809.8,44.559,1656.7,13.585,120.82
904,27.188,1684.8,14.154,42.812,31.229,2003.3,33.375,2023.5,32.225,1490.7,0.45831,35.648,21.335,1893.8,52.636,1826.5,52.469,1934.4,47.102,1900.4,26.893,1111.2
1204,27.711,1080.4,12.649,34.315,34.655,1326,35.589,1268.5,25.775,924.47,0.19,29.864,26.124,1219.2,50.824,1160.3,50.705,1369.8,43.17,1318.1,32.078,1116.8
1504,28.583,1290.7,11.434,39.276,36.485,1562.4,37.101,1487.6,32.388,1165,3.365,74.667,34.932,1436,55.009,1239.5,55.511,1619.8,43.818,1527,38.952,1354.1
1804,25.779,1066,13.206,33.356,30.344,1348.8,32.748,1281.7,21.447,1009.6,8.5608,576.08,23.742,1237.2,44.453,1107.6,46.8,1374.2,41.048,1346.7,33.1,1162.2
2104,29.386,1451.9,11.489,40.26,37.819,1763.5,45.544,1742.8,29.995,1396.4,19.966,1109.9,32.089,1702.2,61.426,1355.6,53.418,1831.8,46.137,1790,39.336,1589
2404,31.864,1270,13.488,37.356,36.284,1559.6,41.918,1539.9,29.5,1229.4,17.659,922.13,30.187,1400.5,53.232,1158.5,56.084,1680.9,45.992,1597.7,36.603,1414.3
2704,26.447,1466,11.416,42.109,27.253,1917,27.359,1872,23.667,1548.7,11.296,1116.6,21.379,1719.5,42.389,1319,47.702,1891.9,39.68,1889.4,31.983,1704.9
3004,30.276,1437,11.374,40.051,39.309,1871.7,39.574,1774.6,33.147,1555.5,13.028,1071.4,27.695,1573.2,46.314,1231,48.881,1850.4,43.747,1838.4,38.326,1625.1
3304,28.282,1583,14.937,47.662,31.465,1990,32.18,1821.6,27.871,1754.6,11.645,1144.2,27.229,1692.5,44.823,1378.2,43.757,1919.9,42.567,1928.4,38.8,1721.3
3604,25.723,1210,10.657,37.937,32.193,1496.9,34.318,1357.8,30.095,1354.4,10.918,866.91,28.183,1207.3,42.169,1071.9,47.087,1565.4,38.359,1516.8,32.478,1329.9
3904,32.491,1371.7,13.778,52.811,32.903,1587.5,32.36,1483.7,31.892,1543,11.516,1020.9,30.843,1308.1,45.605,1130.6,51.075,1746.3,40.729,1621.2,36.462,1505.8
4204,27.143,999.91,12.737,57.787,32.316,1224.5,31.012,1141.5,20.797,1197.9,8.6405,810.95,20.157,1028.5,37.917,956.86,36.12,1334,40.246,1248.3,31.43,1203
4504,30.058,1399.4,15.835,131.24,37.365,1608.6,37.29,1606.5,28.024,1604.2,8.3916,1085.5,26.829,1246.2,48.055,1172.7,37.8,1727.5,37.505,1574.4,34.255,1603.5
4804,42.638,1384.7,22.423,427.47,42.95,1564.3,46.597,1611,30.861,1636.6,13.713,1073.3,29.916,1173.6,56.458,1264.1,41.4,1606.6,38.481,1557.2,39.239,1545.4
5104,39.709,1508.1,22.503,937.89,32.204,1656.9,37.242,1668.5,29.546,1781.1,9.3525,1129,26.918,1197.2,50.823,1311.3,33.729,1606.5,43.17,1775.3,32.572,1526
5404,44.812,1592.1,24.918,1386.8,35.457,1838.8,36.182,1745.9,28.749,1919.7,10.127,1229.3,24.787,1306.7,48.293,1389.1,33.3,1751.3,40.859,1880.1,33.154,1663.3
5704,39.536,1443.8,22.721,1266.4,31.037,1604.7,34.403,1561.2,29.026,1724.4,11.083,1073.7,24.67,1147.5,47.456,1192.5,35.335,1618.3,35.39,1628.8,29.446,1467.2
6004,36.19,1338.5,27.206,1158.8,28.286,1404.4,29.981,1381.4,26.316,1565.4,9.9515,973.8,24.724,1038.2,47.524,1108.4,32.122,1518.1,35.541,1402.7,27.256,1422.3
6304,40.58,1476.1,21.961,1249.5,30.465,1558.5,37.01,1539.5,27.494,1694.3,8.7432,1088,23.617,1089.7,53.19,1346.7,33.235,1740.5,35.654,1416.8,34.427,1624.9
6605,36.078,1434.6,24.409,1094.7,28.963,1426.1,30.367,1425.8,23.892,1480.2,8.7987,999.78,19.982,989.85,47.296,1234.1,28.756,1540.2,34.554,1443.4,29.929,1449
6904,21.836,668.22,15.046,644.98,23.659,1248.7,28.755,1223.6,19.082,1256.2,2.7592,819.59,9.558,637.57,40.96,992.13,29.117,1059.1,30.16,995.87,22.552,873.13
7204,31.643,1404.3,22.225,939.58,26.328,1559.3,26.036,1307.2,25.104,1481.7,8.5754,998.14,11.331,899.99,42.875,1200.3,32.128,1437.2,38.101,1779.8,27.119,1326.1
7504,29.625,867.27,19.683,546.55,24.232,1008.8,24.627,847.78,24.986,1015,6.2963,665.26,10.599,541.18,41.441,937.5,28.329,880.26,32.846,1132.7,28.269,986.37
7804,32.771,1032.1,21.423,807.69,21.799,1043.1,29.926,1038.9,24.742,1283.9,7.6161,820.01,10.466,508.48,41.375,1124.9,26.817,968.26,38.656,1417.8,28.275,1178.8
8104,31.297,1151.6,26.177,990.58,23.776,1250.5,27.822,1153,28.941,1467.2,3.6487,290.28,10.202,678.44,42.168,1262,23.266,988.27,36.616,1478.9,29.438,1254.3
8404,31.805,981.28,24.074,850.08,23.205,1100.3,26.633,855.96,30.274,1123.6,7.5443,599.57,16.558,869.19,42.057,1107.9,32.549,1110.9,39.95,1252.4,26.738,960.25
8704,37.848,1447.3,23.319,1207.2,25.444,1481.9,26.978,1148.1,31.008,1447.9,9.5513,981.82,17.551,1255.9,41.152,1227.7,37.024,1677.1,43.306,1750.9,31.877,1360.7
9004,31.73,1478.5,22.043,1173.6,20.802,1405.9,23.787,1277,19.214,1365,7.7222,1027.2,12.96,1202.3,38.26,1307.5,30.126,1654.3,35.122,1726.6,26.523,1471.1
9304,31.793,1582.8,21.972,1281,22.183,1618.8,23.956,1465.7,25.455,1700.1,3.974,1127,14.36,1449.8,40.187,1634.3,35.229,1784.9,42.96,2004.7,31.26,1741.3
9604,52.485,1691.8,27.272,1224.7,33.974,1516.2,34.625,1250.8,35.863,1683.4,9.3378,814.18,21.058,1255.4,49.275,1490,34.092,1582,51.329,1945,36.123,1539.7
9904,36.833,1530,21.395,1109.9,25.862,1477.4,24.159,1205.8,29.195,1672.8,5.899,956.6,11.991,1236.4,39.206,1492.8,35.902,1617.4,43.176,2069.6,31.493,1540.1
10204,45.302,1804.5,25.548,1451.6,27.364,1679,32.382,1356.4,40.877,1907.4,9.5157,1230.5,23.302,1585.3,49.101,1797,40.278,1768.4,51.946,2414.9,39.832,1723.2
10505,45.221,1395.8,30.637,1337.9,27.983,1312.4,29.304,1056.4,40.92,1542,15.565,1032.7,26.419,1282.1,48.18,1421.2,35.806,1511.1,51.243,1979.2,36.81,1361.5
10804,35.451,1087.3,22.776,1162.4,22.229,1074.4,24.034,868.62,33.14,1257,9.7664,900.56,18.361,1162.3,40.823,1189.1,33.932,1419,48.697,1864.4,33.233,1063.9
