0,29.953,1087.9,30.822,1125.4,24.616,1186.1,20.538,1080.5,21.142,1248.8,16.126,1200.3,18.919,1151.2,28.543,1028.2,35.876,1621,30.939,1678.1,30.527,1341.8
302,39.759,1499.5,37.19,1403.6,31.998,1479.2,26.254,1366.7,25.855,1521.6,23.451,1513.4,28.334,1453.6,36.305,1192.8,44.956,1950,40.16,2138.3,39.653,1659.1
603,41.559,1610.1,42.579,1467.2,35.972,1583.6,29.941,1482,30.655,1535.8,29.737,1615.1,30.766,1561.9,41.563,1307.3,44.513,2001.2,43.631,2273.1,39.998,1743
903,35.126,1169.8,38.756,1046.4,33.754,1132.1,24.5,1090,25.369,1052.4,23.318,1132.1,25.163,1115.1,33.744,989.56,43.234,1381.7,39.776,1591.2,37.472,1241
1203,33.113,1499.6,42.275,1252.6,37.472,1379.8,26.719,1358,29.125,1273.2,23.569,1386.5,23.053,1331.5,32.077,1116,45.477,1666.2,39.577,1962.5,37.549,1508.5
1503,26.52,1781.1,35.967,1504.7,32.01,1690.3,20.663,1646.1,21.806,1538.1,20.784,1787.6,22.159,1649.7,28.72,1344.1,40.757,1850,38.429,2407.7,34.216,1832.8
1803,29.684,1665.1,41.363,1471.5,37.143,1584.5,26.601,1526.3,27.891,1405.4,28.635,1719.5,26.779,1510.1,34.539,1262.2,48.439,1797.9,43.078,2327,35.295,1779.6
2102,31.343,1757.4,42.959,1563.2,38.667,1659.1,25.537,1576.9,26.588,1395.8,25.024,1799,27.164,1509.6,39.256,1401.8,45.015,1592.2,44.902,2247.3,35.305,1797.3
2403,26.755,1197.9,35.297,1120.8,35.796,1184.8,29.116,1167.2,29.123,1047.2,23.667,1325.1,27.332,1164.1,33.564,1015.9,48.621,1461.3,44.295,1828.3,36.139,1377.4
2703,30.409,1631.3,30.355,1516.1,35.06,1537.3,26.457,1465.9,26.157,1335.1,26.045,1702,24.454,1438.9,34.987,1260.6,43.375,1620.1,44.397,2227.4,29.769,1723.8
3003,27.912,1400.8,29.187,1305.4,25.536,1312.3,25.749,1269.7,23.797,1161,17.858,1383.8,20.834,1170.6,29.279,1043.3,43.74,1497,37.436,1853.3,28.17,1444.6
3303,28.487,1718.9,30.385,1593.8,28.451,1605.3,25.307,1477.6,27.482,1419.2,19.285,1660.4,19.878,1373.7,29.683,1226,42.739,1726.3,35.405,2246.4,26.848,1721.6
3603,35.176,1355.6,37.39,1283.1,34.533,1300.2,32.763,1162.8,37.639,1117.8,26.7,1283.1,26.219,1027.6,37.216,993.9,43.915,1392,46.255,1820,34.009,1378.8
3903,20.767,1303.1,26.693,1263.5,17.611,1271,18.493,1104.8,18.35,1058.7,13.717,1303.5,11.094,928.34,21.525,952.52,31.263,1315.5,34.458,1722,23.876,1368.1
4203,29.653,1091.7,30.799,1081.4,25.696,1091.6,21.52,945.82,26.319,933.72,22.583,1137.4,19.289,827.98,32.03,901.23,37.744,1187,41.67,1483.5,31.713,1169.9
4503,33.262,1366.2,34.097,1329.5,30.258,1310.1,24.958,1148.9,27.244,1111,24.536,1324.2,18.739,910.12,29.124,1001.1,38.762,1409.3,45.124,1830.8,33.925,1445
4803,26.322,1075.1,27.551,1053.7,26.666,1066.9,25.454,947.19,23.355,918.94,18.015,1081.6,15.264,770.93,27.65,930.21,35.829,1191.2,37.955,1489.2,29.176,1135.6
5102,31.706,1720.9,32.819,1684.8,29.136,1630.1,22.347,1548.3,24.499,1435.5,19.92,1649.9,15.594,1171.1,30.888,1389.8,41.221,1817,39.977,2252.1,30.513,1749.3
5404,36.145,1395.4,40.026,1350.2,33.481,1291,26.148,1226.9,23.085,1106,22.794,1319.1,19.92,859.59,33.965,1065.8,43.254,1370.6,39.025,1753,31.985,1424.9
5703,24.056,1086.5,26.778,1060.7,21.858,1024.3,20.145,1003.4,15.987,891.64,10.269,993.5,10.824,710.6,28.298,946.77,34.934,1110.8,33.381,1440.6,24.366,1108.5
6003,25.639,1193.6,27.216,1174,26.573,1143.5,18.04,1169.2,16.961,1036,17.325,1154.3,12.076,772.82,24.892,1050.6,42.368,1258.5,29.986,1607.5,25.212,1269.3
6303,23.365,1343.4,27.004,1300.4,24.884,1283.6,21.855,1342.7,18.795,1201.8,9.0519,1331.3,11.508,830.57,25.057,1186.3,41.086,1456.1,29.144,1849.5,27.599,1507.9
6603,25.631,1424.5,29.976,1319.1,29.462,1382.3,23.213,1446.5,18.213,1294.9,13.081,1493.8,13.361,909.78,25.706,1344.7,40.706,1517.2,32.493,1976,28.39,1623.9
6903,28.18,1140.8,30.735,1089.7,25.862,1075.6,18.157,1171.9,16.873,1001.5,13.669,1168.8,11.252,692.18,27.896,1078.8,37.188,1154.3,31.366,1564.6,26.692,1326.6
7203,27.999,1449.5,28.669,1362.4,21.695,1427.4,20.22,1569.7,15.662,1383.9,10.1,1484,14.553,991.66,28.258,1559.9,43.55,1685.8,31.023,2058.3,28.142,1730.9
7503,31.373,972.59,27.279,937.81,28.794,901.15,20.56,1014.6,16.401,863.11,12.855,955.42,11.162,658.83,29.528,1089.6,41.225,1110.4,29.124,1360.8,29.972,1136.5
7803,32.725,1143.2,33.788,1125.8,31.034,1091.1,22.61,1217.6,20.192,1118.3,15.37,1096.2,17.813,811.47,33.804,1223.5,50.052,1380.8,34.922,1611.3,35.527,1351.4
8103,31.696,1066.8,30.176,1046,29.003,1027.7,21.85,1137.2,18.16,1104.4,14.678,1035.4,14.305,811.16,36.09,1194.2,46.431,1339.8,35.87,1557.7,34.913,1301.1
8403,31.474,1348.2,29.705,1304.6,24.951,1269,21.999,1424.4,17.724,1370,10.647,1308.8,16.008,1076.8,31.964,1435.5,46.987,1710.2,34.262,2032.2,33.053,1650.6
8703,28.699,1128.9,29.143,1186.2,26.87,1143,16.421,1228.8,13.937,1202.3,14.091,1161.6,11.083,940.12,31.091,1243.1,44.736,1487.2,32.003,1801.7,34.797,1430.9
9003,28.41,782.3,19.501,801,22.892,833.86,16.868,843.26,7.2011,802.96,9.5206,856.79,8.8816,685.2,29.276,958.6,38.026,985.75,26.622,1297.8,29.912,1030.9
9303,34.869,1120.6,29.038,1249.1,29.735,1261.3,22.961,1248.3,15.473,1253.6,13.207,1209.7,17.546,1012.4,38.313,1325.4,45.423,1584,35.694,2068.4,36.705,1496.5
9603,29.379,1331.9,28.055,1499,26.383,1492.6,17.989,1503.2,14.428,1494.6,10.698,1462.4,13.717,1238.5,34.182,1682.4,44.85,1775.9,32.668,2527.8,30.631,1749.9
9903,25.992,918.9,24.51,1002.8,21.674,1071.8,13.781,1022,15.677,1048.4,12.138,992.36,18.605,883.02,29.279,1205.6,43.213,1314.5,31.629,1781.1,27.333,1181.6
