0,63.264,1747.5,57.845,1703.5,75.032,1891,47.313,1522.1,61.802,1948.8,44.261,1400.7,55.928,1808.9,72.756,2159.1,76.545,2194.9
303,61.216,2177.7,55.504,2091.6,72.211,2211.7,44.083,1766.1,56.581,2495.3,42.875,1898.2,50.948,2200.7,72.225,2649.1,72.799,2651
603,53.71,1839.1,47.986,1658.8,65.197,1990.8,37.099,1602.9,50.499,2314.6,45.134,1724.8,48.014,1942.3,62.046,2271,62.378,2197.6
903,50.054,1604.7,40.543,1374.9,63.297,1761.8,33.26,1244.7,44.391,2016.6,40.544,1539.7,43.858,1703.8,60.125,2083.3,57.95,2003.7
1204,52.452,1760.5,44.779,1580.4,58.175,2007,30.326,1491.2,42.638,2460,40.862,1826.1,46.146,1973.4,58.099,2447.7,52.41,2241.3
1504,52.103,1821.2,39.058,1353.9,60.384,1671.3,28.373,1027.6,41.877,2163.1,39.653,1690.6,41.859,1703,55.115,2221.3,58.149,1894.6
1804,49.331,1560.8,43.75,1285.7,60.961,1488.1,27.901,1257.5,51.22,1914.2,41.766,1481.1,44.239,1547.7,58.885,1876.5,54.414,1628.6
2104,44.97,1438.1,37.777,1208.1,53.955,1488.5,23.244,1226.9,39.374,2037,31.46,1383,42.351,1483,47.557,1667.2,48.448,1370.2
2404,45.017,1655.8,40.258,1424.3,56.017,1720.8,26.482,1519.9,43.577,2580.4,34.834,1685.5,40.703,1768.7,54.163,1974.9,48.244,1699.6
2704,46.752,1262.1,43.933,988.73,59.725,1349.2,31.289,1117.9,45.407,1896.7,41.341,1361.2,44.947,1312.2,54.217,1501.5,48.401,1369.6
3003,39.891,1750.7,41.631,1553.2,53.664,1773.6,25.979,1738.5,49.269,3481,36.43,1940.7,42.218,1815.4,46.843,2194.6,46.845,1926.4
3304,50.188,1499.5,44.918,1341.7,57.847,1511.2,28.099,1451.8,55.245,2964.5,41.443,1682.4,47.28,1656.3,51.465,1858.5,55.216,1609.8
3604,37.8,1362.8,39.763,1500.4,47.012,1446.7,21.769,1313.6,46.303,2798.3,33.181,1686.3,38.873,1839.7,43.48,1955.2,42.343,1483.9
3904,39.621,948.45,41.504,925.01,49.38,1008.5,22.386,899.94,48.99,1698.9,34.116,1083.6,35.821,973.24,48.251,1227.3,42.5,867.27
