1,0,0
0.03,50,302
0.05,50,602
0.04,50,902
0,50,1203
0.03,50,1503
0,50,1802
0.08,50,2102
0.06,50,2402
0.03,50,2703
0.15,50,3003
0.08,50,3302
0.2,50,3602
0.12,50,3903
0.15,50,4202
0.15,50,4502
0.2,49,4802
0.24,46,5103
0.23,44,5403
0.24,42,5703
0.22,35,6002
0.25,31,6302
0.26,33,6602
0.26,27,6902
0.27,20,7203
0.28,27,7503
0.33,50,7803
0.35,50,8102
0.36,50,8402
0.38,50,8703
0.38,50,9003
0.37,26,9302
0.35,0,9602
0.36,5,9902
0.35,2,10203
0.39,13,10503
0.39,0,10802
0.4,3,11102
0.38,0,11402
0.39,0,11702
0.42,0,12002
0.43,2,12302
0.44,3,12603
0.45,15,12902
0.43,0,13202
0.44,0,13502
0.44,0,13802
0.45,0,14102
0.46,0,14402
0.45,0,14702
0.47,0,15002
0.46,0,15303
0.47,0,15602
0.46,0,15902
0.48,0,16203
0.48,0,16502
0.48,0,16803
0.49,10,17102
0.48,19,17402
0.5,22,17703
0.5,26,18003
0.49,29,18303
0.49,26,18602
0.48,28,18902
0.5,31,19202
0.48,34,19502
0.49,34,19803
0.5,36,20102
0.48,34,20402
0.5,38,20702
0.48,26,21003
0.5,35,21303
0.49,28,21602
0.5,25,21902
0.5,29,22203
0.5,6,22502
0.49,3,22802
0.5,14,23103
0.5,0,23403
0.5,0,23702
0.5,0,24002
0.5,0,24302
0.5,0,24602
0.5,0,24902
0.5,0,25202
0.5,0,25502
0.5,0,25802
0.5,0,26102
0.5,0,26402
0.5,0,26703
0.5,0,27002
0.5,0,27302
0.5,0,27602
0.5,0,27902
0.5,0,28202
0.5,0,28503
0.5,12,28803
0.5,0,29103
0.5,7,29402
0.5,17,29703
0.5,18,30002
0.5,11,30302
0.5,25,30602
0.5,23,30902
0.5,22,31202
0.48,26,31502
0.47,23,31802
0.48,27,32103
0.44,35,32402
0.42,31,32702
0.45,35,33003
0.42,35,33303
0.43,36,33602
0.47,43,33902
0.44,35,34202
0.41,36,34502
0.49,48,34802
0.45,31,35102
0.43,33,35402
0.45,30,35702
0.4,17,36003
0.44,21,36302
0.41,25,36603
0.41,17,36903
0.45,24,37202
0.47,31,37502
0.47,21,37802
0.45,15,38102
0.44,0,38402
0.47,5,38703
0.44,0,39002
0.47,0,39302
0.46,0,39602
0.48,0,39903
0.46,0,40202
0.47,14,40503
0.5,4,40802
0.48,0,41102
0.5,0,41403
0.49,0,41703
0.5,0,42003
0.5,0,42303
0.5,0,42602
0.48,0,42902
0.48,0,43202
0.46,0,43502
0.46,0,43802
0.48,1,44102
0.45,11,44402
0.46,7,44702
0.47,24,45002
0.43,18,45302
0.41,15,45602
0.41,26,45902
0.41,24,46202
0.4,28,46503
0.41,36,46803
