0,12.271,33.891,49.285,1398.1,24.346,72.605,28.915,62.315,52.786,1872.3,52.3,2201.4,61.752,2039.6,37.683,1809.2
303,8.2577,30.807,45.972,1264.1,20.428,87.478,24.29,56.73,48.967,1683.7,49.934,1859.7,55.631,1767.6,34.084,1623.1
603,13.044,31.197,49.11,1321,26.167,303.35,25.013,59.598,52.399,1696.5,53.6,1898.5,57.849,1719.5,35.841,1655.9
903,6.1789,44.698,37.952,1736.8,29.5,1754.3,25.578,73.774,40.041,1524.8,42.417,2382.8,41.408,2100.9,23.471,2136.5
1203,6.8282,40.72,35.453,1434.5,29.75,2035.8,22.198,71.372,37.257,1730.7,36.016,1792.9,37.516,1793.3,16.212,1712.5
1503,11.469,35.593,50.877,1538.8,46.837,2481.3,23.871,93.206,53.616,1991.1,55.604,2177.2,46.959,1655.6,29.065,1784
1803,9.6165,41.67,52.554,1649.6,42.581,2462.8,20.798,126.27,44.486,2106.8,51.974,2224.1,44.515,1782.9,33.501,1904.1
2104,12.925,41.309,41.836,1187.1,36.885,2121.5,27.051,525.74,51.416,2017,54.508,2095.9,33.621,1128.6,22.349,1612.9
2404,9.5592,45.266,61.29,1811.6,42.499,2474.6,45.997,1358,60.959,2207.6,67.481,2408.7,45.502,1830.4,26.716,1939.8
2704,13,43.113,60.652,1283.7,39.451,2154.7,64.565,1952.4,94.162,2194.1,83.898,2197.6,42.582,1296.5,23.679,1653
3003,12.216,35.122,76.908,1097.5,36.489,1667.5,62.14,1468.5,129.58,1684.8,109.24,1668.7,55.276,1116.3,25.474,1273.5
3304,14.705,43.117,122.61,1364.4,42.984,2046.5,76.573,1721.7,197.06,1964.8,166.44,2032.5,86.292,1428.9,32.689,1589.9
3603,7.6971,32.643,160.93,1116.1,39.806,1498.7,84.192,1361.3,243.24,1479.8,220.25,1555.8,110.53,1117.1,29.087,1176.4
3904,14.237,33.48,175.56,835.36,49.045,1379.4,88.704,1039.1,376.82,1442.7,279.26,1277.1,131.18,872.15,33.091,947.04
4203,16.53,40.357,318.61,1216.1,65.725,1622.9,143.36,1429.8,497.81,1605.9,473,1689.4,246.89,1168.9,49.132,1294.6
4504,10.952,40.963,289.38,1059.4,70.45,1606,126.39,1196.1,543.08,1632.5,445.39,1592.1,222.66,1034.3,45.138,1272.7
4804,8.5894,36.217,429.41,1032.6,93.568,1404,194.66,1187.1,645.76,1364,582.91,1416.9,333.58,1026.8,53.107,1046
5103,8.6128,34.315,432.49,794.07,103.21,1094.4,183.31,851.21,36.459,92.549,600.64,1086.9,339.85,756.4,63.832,792.69
5404,11.641,34.186,595.58,768.13,141.49,1010.5,278.63,862.27,44.057,90.557,791.31,1025.1,496.92,748.43,88.251,751.53
5703,8.979,35.612,536.25,701.52,152.32,1008.1,254.17,743.83,382.69,518.8,744.47,960.3,474.77,702.53,83.876,673.08
6003,16.589,28.903,856.33,676.6,235.47,910.14,434.13,757.22,1089.1,825.9,1093.9,883.74,750.67,664.99,158.73,664.45
6303,10.646,34.563,850.19,687.36,249.49,881.34,425.29,709.29,827.86,670.04,972.84,832.45,748.41,658.55,165.11,613.28
6603,8.3969,38.9,830.11,717.53,260.77,920.64,466.66,813.51,896.46,763.22,961.38,893.53,715.96,688.25,172.88,650.08
6903,7.0598,43.976,822.96,652.92,308.14,924.75,469.76,733.67,1166.4,897.75,968.87,870.39,654.11,596.94,200.5,684.59
7203,12.626,38.01,1002.1,556.84,351.66,726.53,611.17,647.73,893.51,561.69,1055.6,680.24,912.15,552.6,229.6,517.95
7503,11.226,38.313,1242.1,582.52,492.46,818.37,753.31,673.04,1489.9,779.45,1323.6,753.02,1064.8,551.84,306.06,598.5
7803,13.056,29.204,1234.3,404.38,483.97,530.67,780.75,465.45,1353.7,493.8,1230.4,483.77,1026.3,381.42,294.02,386.38
8103,10.669,36.741,1322,471.69,548.69,636.94,904.59,562.87,1692.3,682.88,1319.1,590.46,1098,436.26,342.07,459.44
8403,6.8305,38.722,1016.5,472.46,440.97,656.99,754.36,599.77,1067.9,583.76,1018.7,609.36,921.21,495.17,311.98,530.94
8704,11.481,32.094,1298,409.97,304.94,321.43,970.75,510.82,1515.6,573.81,1266.5,510.47,1188.9,414.48,409.43,422.12
9003,8.6401,35.949,1230.3,379.5,495.05,461.33,928.84,474.8,1269.6,477.7,1157.5,453.4,1089.6,373.24,400.62,396.39
9303,14.475,35.065,1472.7,333.5,686.8,469.64,1123.6,424.9,1988.7,586.26,1422.1,426.45,1272.5,326.75,543.63,365.31
9604,9.8343,35.184,1166.1,330.03,527.83,459.9,872.81,404.46,1310.3,490.38,1046.4,404.55,1001,333.62,437.52,366.94
9903,12.859,36.994,1181.4,354.55,531.43,470.77,889.89,438.55,1340.3,532.9,1017.3,420.99,981.95,346.57,464.41,385.16
10203,8.6472,28.291,998.26,223.45,441.28,302.94,842.04,306.47,1243.3,379.43,882.57,274.58,942.22,245.61,430.56,271.6
10504,12.201,38.508,1025.9,284.59,504.25,406.47,928.63,394.21,1360.6,508.51,964.7,369.34,989.47,312.26,492.26,357.19
10804,10.622,30.19,940.54,231.07,281.15,223.15,823.99,316.8,1221.9,414.89,833.4,283.81,871.76,252.08,459.46,276.35
11103,9.4259,38.005,884.95,264.9,289.79,269.74,686.88,331,983.22,416.2,588.22,278.26,764.26,287.6,374.78,299.18
11404,12.985,31.706,992.67,247.11,425.78,323.41,782.76,320.38,1168.1,459.52,749.26,300.88,849.53,271.96,439.73,279.49
11704,11.748,40.292,999.37,285.64,408.96,360.55,765.43,365.67,1030.9,489.86,736,344.18,872.89,320.99,441.53,341.65
12005,11.306,38.745,874.34,264.11,364.59,340.19,692.87,341.44,978.58,483.14,632.27,320.76,759.69,283.14,382.36,291.37
12304,5.9487,34.629,677.56,248.91,259.95,309.38,511.89,338.52,690.83,438.93,443.65,303.94,534.93,286.44,296.63,297.69
12604,3.6988,27.865,542.85,193.71,215.06,233.43,438.06,264.7,304.7,214.13,345.53,220.19,482.54,227.75,240.56,213.39
12903,6.6722,39.821,661.9,295.91,307.49,419.04,564.75,437.6,750.57,613.02,461.41,376.07,580.15,339.71,298.42,354.65
13204,10.373,42.389,599.73,287.08,291.46,413.98,490.91,420.35,712.63,635.15,407.3,371.15,530.32,336.18,272.78,348.05
13503,3.6586,24.971,446.62,171.21,205.49,253.46,363.87,274.16,499.88,402.71,268.07,197.79,396.68,211.45,200.25,203.13
13803,12.935,40.421,613.66,276.46,307.84,448.72,499.68,425.2,805.65,755.49,414.35,370.83,542.57,326.74,291.58,349.53
14103,14.195,34.752,513.43,220.72,265.81,366.39,402.62,340.86,596.77,577.1,328.08,292.97,448.87,266.9,243.9,266.89
14403,2.5402,21.786,235.2,122.08,116.79,184.77,192.23,195.35,228.16,275.76,138.21,142.09,232.22,164.89,96.428,122.56
14704,8.2913,34.636,472.12,232.54,269.49,405.39,362,373.57,525.16,633.12,351.29,353.93,463.19,312.47,261.77,297.41
15004,5.3429,37.547,416.57,233.59,223.32,349.01,276.56,332.3,349.46,517.92,254.86,300.61,347.1,286.47,221.32,270.23
15304,8.4463,34.69,574.72,226.29,345.01,352.65,401.41,334,489.33,553.29,382.73,304.88,477.17,276.39,345.18,262.17
15603,14.063,34.495,792.16,236.9,507.46,354.55,497.03,333.3,594.41,556.59,485.18,285.5,650.07,272.99,482.17,261.9
15904,8.293,29.933,792.39,197.36,504.05,298.03,523.23,284.86,556.02,466.23,511.88,259.2,644.8,233.37,499.34,219.76
16204,12.265,35.778,938.53,230.77,603.06,346.15,625.95,320.21,619.96,525.65,582.98,308.35,714.53,265.5,588.41,247.52
16503,10.858,27.599,918.86,164.86,552.91,228.79,604.32,232.62,514.65,330.04,533.13,210.12,626.28,179.19,540.36,167.98
16803,22.237,30.825,1317.4,178.18,843.84,271.23,925.5,254.59,822.83,399.43,837.77,247.7,961.23,196.82,908.16,204.85
17104,21.751,33.803,1217.5,185.12,683.03,247.58,843.16,250.58,609.69,338.92,706.64,225.03,774.64,187.71,735.11,178.87
17404,19.932,25.285,1033.8,132.27,507.11,158.46,736.02,186.88,478.62,222.76,516.78,147.72,624.51,133.39,510.3,107.68
17703,74.72,45.089,1933,193.32,1079.5,251.82,1388.7,256.98,1015,346.97,1147.4,231.72,1310.8,196.75,1234.2,181.75
18003,187.36,50.687,1537.7,146.85,797.24,176.38,1154.2,193.07,790.8,243.39,833.86,161.08,988.8,142.99,919.43,129.16
18303,1557.7,167.28,2468,194.98,1424.2,256.85,1892.5,259.56,1582.5,409.96,1638,251.21,1806.6,209.04,1825.9,198.09
18603,973.81,142.92,1744.1,188.93,839.82,203.27,1291.7,235.74,876.73,283.36,905.3,196.53,1265.9,208.41,1007.2,163.5
18903,1642.5,154.15,2405.6,169.09,1373.3,218.94,1811.8,224.81,1511.5,311.47,1540.4,205.73,1742.9,182.1,1660.3,166.17
19204,1061.3,100.64,2014.3,138.32,1099.2,162.2,1600.7,189.29,636.94,154.79,1164.9,150.47,1348.4,146.68,1224.8,121.72
