0,31.427,92.866,24.141,81.896,14.44,66.231,4.1594,35.48,7.5664,33.904,114.72,4667.3,39.622,97.711
258,38.283,97.939,31.943,83.02,21.647,66.765,8.4086,37.172,12.011,38.475,118.62,4917.1,38.647,103.41
498,31.217,96.763,30.166,85.159,20.311,64.752,2.2829,35.797,5.0233,31.539,120.44,4993.5,37.398,103.78
738,31.664,98.876,27.797,80.745,16.852,61.752,5.2512,36.455,8.0223,33.63,115.47,3197.9,37.654,105.37
978,29.716,100.87,31.027,86.629,18.853,61.845,8.7395,38.455,10.211,33.096,136.49,2264.8,37.643,107.59
1218,34.595,98.337,30.719,83.19,20.169,68.354,8.3061,42.506,9.5335,39.737,146.38,4669.3,35.689,103.46
1458,33.798,99.073,31.664,84.202,17.408,64.652,6.171,37.727,7.2017,38.268,141.96,4747.1,38.01,99.313
1700,31.987,96.903,30.798,81.78,22.076,65.95,6.1193,34.754,10.046,36.241,162.21,3768.6,37.247,101.69
1938,31.084,97.498,30.078,82.189,15.127,59.659,6.6554,32.319,8.1146,35.78,171.54,465.51,37.333,103.47
2178,34.744,97.04,37.108,81.168,22.163,60.816,8.2981,36.659,9.6714,43.837,196.83,4476.1,40.538,102.95
2418,37.509,104.63,32.737,85.058,21.473,66.987,7.0716,40.333,7.7045,56.743,201.11,4236.2,36.927,103.77
2658,31.981,102.29,30.004,81.538,20.586,62.016,7.4769,37.265,14.933,66.877,200.65,2016.4,34.601,102.9
2898,33.423,101.46,35.544,83.606,24.54,64.381,6.5198,39.624,15.776,85.877,217.97,3756.9,37.369,99.712
3138,44.579,158.19,35.705,87.104,22.435,67.438,9.2733,40.045,31.659,129.88,220.34,3910.4,33.951,103.71
3378,45.431,208.68,32.952,83.898,23.067,66.792,7.6324,41.587,109.12,353.08,173.08,3637.2,35.294,105.99
3620,65.937,297.82,40.043,81.875,24.089,63.131,11.023,42.996,493.74,1175.1,181.04,2989.1,32.724,97.465
3858,207.44,973.87,35.575,84.008,20.313,65.674,10.316,42.404,985.51,2245.1,200.95,2963.4,34.838,101.35
4098,474.95,1867.4,29.923,83.915,20.242,65.009,5.5404,41.367,1200.5,2518.3,176.59,2944.2,38.129,102.36
4338,682.13,2660.8,36.258,84.443,23.261,62.625,5.3774,38.97,1167,2578.4,185.84,2614.4,34.514,105.14
4578,657.4,198.65,33.51,206.39,22.16,177.07,5.1476,80.302,1030.9,35.587,172.35,-143.09,34.814,166.79
4818,716.45,2502.5,35.63,88.532,23.908,65.4,8.2104,41.681,1116.4,2237.6,183.33,2554.7,36.668,107.97
5058,639.52,2446.1,36.93,87.655,21.217,64.454,3.4797,40.769,993.2,2186,149.94,1692.2,35.415,102.75
5298,577.43,2167.4,37.391,88.391,19.176,64.41,7.5695,40.125,930.83,2016.3,143.81,2383.5,29.708,101.75
5538,594.88,2074.8,42.982,94.816,22.664,62.455,5.9297,41.512,975.19,1920.6,139.86,2241.1,33.742,100.06
5778,537.11,2035.9,53.1,101.52,21.649,63.681,8.1225,40.431,869.86,1887.4,131.78,1586.4,33.441,105.21
6018,456.43,1932.9,118.95,149.81,20.191,62.712,5.9364,35.529,741.84,1761.9,114.66,872.44,33.108,100.78
6258,454.61,1728.3,594.74,420.85,23.454,62.459,9.9334,42.076,748.51,1557.3,118.94,1879.8,38.731,104.3
6500,423.29,1677,1114.1,686.7,22.924,63.012,5.0756,38.16,675.36,1516.9,110.07,1809.3,31.077,102.35
6738,398.97,1454.3,1138.4,634.48,20.257,62.681,3.9679,38.822,633.85,1246.1,62.569,1572.6,36.317,97.048
6978,356.66,1538.5,1061.7,651.19,24.456,60.369,6.7897,33.335,584.6,1390.1,97.676,763.52,36.979,99.598
7218,311.83,1418,961.16,598.9,20.62,63.889,5.2962,38.707,491.95,1219.1,92.195,1604.8,34.989,105.57
7458,322.81,1379.5,993.09,585.64,23.504,61.7,6.6897,38.643,499.38,1169.3,76.945,1379.7,38.464,104.52
7698,274.28,1363.3,921.53,573.89,21.473,65.954,7.3712,40.765,444.17,1159,81.503,894.73,34.121,110.51
7938,252.96,1162.9,886.13,513.03,23.631,64.991,7.1707,40.966,388.86,938.35,77.234,1249.9,36.175,101.57
8178,245.85,1162.7,921.47,514.49,23.42,62.562,3.6226,38.482,366.48,964.53,67.888,1264.1,33.663,103.18
8418,225.23,1107.6,938.1,508.62,21.62,65.181,6.6059,41.464,334.14,922.65,69.792,1178.4,36.875,106.96
8658,189.87,1111.2,916.17,512.65,22.064,63.429,4.0929,39.108,266.44,895.84,64.976,574.57,39.549,102.88
8898,188.58,1001.2,1029.9,485.49,24.633,65.233,6.9813,40.176,279.01,762.5,62.355,1007.9,41.866,104.04
9138,179.57,1001.3,1067.6,479.38,25.449,67.586,10.216,37.611,250.84,735.68,59.562,1005.9,47.933,113.22
9378,178.14,1042.6,1150.2,487.42,29.454,65.619,4.9778,35.074,230.3,740.56,61.515,613.5,143.08,253.97
9618,159.56,966.48,1122.8,458.31,44.722,94.779,8.3268,39.546,207.36,691.44,62.6,516.04,678.88,760.24
9860,142.75,989.62,1136.8,451.6,406.29,274.67,5.676,39.657,177.14,641.23,58.292,926.81,703.71,765.63
10100,153.3,945.31,1232.2,437.85,647.95,369.19,6.4435,40.545,161.29,632.14,49.393,879.65,712.62,731.02
10338,142.42,1002.6,1230.8,448.21,765.74,435.08,5.6831,31.11,157.47,670.49,57.909,368.7,682.8,775.82
10578,131.45,909.03,1216.3,417.59,775.07,413.74,11.74,39.467,136.03,629.47,57.256,332.41,631.49,704.41
10818,138.13,867.62,1305.2,394.86,850,388.37,10.589,43.101,139.47,573.05,59.166,784.19,641.82,638.6
11058,131.16,895.34,1358.7,405.95,902.22,405.13,16.29,49.933,127.82,569,58.45,791.52,597.87,656.99
11298,138.59,884.19,1490.4,392.46,1050.1,411.2,60.394,104.54,136.95,577.87,40.523,443.42,654.94,665.49
11538,138.64,872.36,1494.1,390.09,1068.6,401.63,203.53,236.55,137.49,554.63,56.482,351.55,598.29,641.22
11778,147.97,805.36,1538,376.8,1101.5,364.54,338.52,317.22,130.3,496.55,66.403,743.36,588.22,590.26
12018,164.39,811.47,1726.4,375.73,1246.3,354.04,361.89,318.79,144.04,502.76,54.278,760.49,629.83,582.22
12258,357.18,342.7,285.2,273.95,187.18,184.14,44.094,34.166,6.5713,-2.5777,-5078,-5509.3,394.38,363.94
12498,220.13,742.62,1796.3,346.58,1468.2,358.9,379.7,287.2,162.67,429.04,72.092,673.32,570.67,495.58
12740,247.41,779.11,1942.1,347.52,1698.5,380.49,448.49,294.67,172.92,446.13,66.102,602.2,620.74,535.15
12978,259.49,717.09,1847.7,319.2,1695.8,358.74,409.76,270.58,194.62,416.83,79.227,386.26,587.09,494.2
13218,273.8,757.19,1935.6,328.78,1800.7,381.42,421.39,273.11,183.43,391.4,76.527,132.74,621.57,526.54
13458,327.99,732.03,2233.3,330.79,2062.1,373.26,492.85,258.01,225.19,385.56,79.456,616.49,736.01,514.46
13700,350.56,663.28,2172,303.06,2088.5,350.82,527.98,245.78,255.68,368.85,86.017,431.17,767.77,486.39
13940,263.93,477.1,1833.1,272.18,1747.3,305.56,448.17,211.25,219.77,310.24,65.167,207.57,793.04,492.53
14178,438.34,635.86,2321.5,301.35,2222.5,328.29,610.14,227.39,330.44,351.22,111.55,551.71,903.94,483.47
14420,493.23,648.65,2522.6,320.09,2257.9,327.37,645.04,226.7,353.98,345.08,121.37,541.37,977.41,488.64
14658,553.23,627.35,2700.6,322.66,2373,321.17,738.98,223.75,377.88,329.78,123.25,429.06,1060.8,476.53
14900,576.92,630.13,2637,320.38,2481.3,326.45,767.34,220.26,419.71,336.71,149.47,270.81,1064.6,489.02
15138,586.57,582.47,2493.9,299.6,2570.6,318.86,794.81,200.47,429.78,300.55,155.75,446.6,1079.1,430.05
15378,675.79,588.17,2765.4,305.42,2851,317.06,935.95,206.4,536.11,316.41,181.68,440.88,1224.7,441.85
15620,755.87,592.29,2773.5,307.92,2970.2,323.01,982.14,206.67,573.7,306.29,207.06,335.1,1264.9,447.82
15858,742.19,618.81,2697,320.42,2881.4,323.78,973.96,205.84,554.6,300.82,214.07,117.72,1297,465.76
16100,836.77,539.69,2850.9,296.26,3050.2,293.17,1137.3,187.23,673.73,278.65,275.04,392.76,1383.4,410.23
16338,859.45,548.19,2905.3,300.26,3197.1,304.1,1255.6,193.06,721.46,276.53,308.38,398,1490.8,422.41
16578,889.99,504.65,2965.9,287.5,3233.4,289.82,1368.1,188.95,767.13,258.66,212.47,152.38,1482.7,394.05
16818,904.05,473.02,3103.3,286.27,3267.8,271.14,1460.6,174.72,829.87,240.5,348.32,336.89,1538.8,370.27
17058,901.29,487.25,3255.2,307.51,3241.3,279.09,1533.6,194.71,894.38,254.52,379.29,351.08,1504.7,375.66
17298,980.56,492.44,3564.6,321.07,3277.2,270.04,1667.5,193.36,984.69,260.31,354.48,339.25,1610.9,372.52
17538,919.18,468.58,3474.4,317.06,3175.1,273.5,1762.7,201.12,995.33,248.65,433.68,197.35,1550.9,362.64
17778,937.04,443.68,3472.6,305.44,3257.9,263.38,1852.4,188.34,1048.3,232.9,465.09,303.89,1595.7,338.85
18018,1026.9,448.97,3816.3,319.64,3483.6,271.04,2084.8,195.89,1237.2,239.87,474.11,302.55,1790.4,345.16
18258,974.73,429.29,3683.7,304.56,3338.1,261.98,2152.2,193.04,1315.1,239.41,582.4,272.51,1684.7,329.45
18498,979.65,431.51,3596,321.54,3233,279.21,2103.1,200.43,1269.7,255.99,574.66,118.85,1792.7,354.29
18738,1063.8,406.51,3784.9,298.86,3379.3,259.57,2364.7,195.32,1439.2,229.24,689.43,273.47,1796.1,314.16
18978,1062.2,400.14,3906.5,302.18,3355.2,264.56,2416.1,199.39,1504.4,239.18,735.66,280.39,1819.9,328.97
19218,1146.1,398.45,4090.7,305.99,3528.3,275.04,2649.1,208.2,1648.7,247.61,803.37,254.45,1944.4,333.24
19460,1046.5,393.74,3945.2,307.67,3404.6,276.24,2629.2,207.13,1611.3,242.56,906.4,166.12,1894.3,349.85
19698,1027.2,359.44,3947.6,296.2,3349.1,255.51,2626.3,198.42,1654.7,223.93,956.79,265.29,1923.8,324.85
19938,1109.6,355.18,4191.4,293.3,3623.1,256.2,3039.3,211.64,1896.1,229.4,1103.3,269.85,2124.9,337.57
20178,1110.2,356.58,4282.3,313.59,3678.7,266.19,3113.4,220.43,2025.6,237.01,1132,181.96,2264.5,362.75
20418,1087.8,358.6,4080.7,311.49,3636.3,263.32,2958.1,220.76,2038.6,235.68,1150.8,142.07,2228.9,373.77
20658,1201.9,338.53,4185.1,296.92,3829.6,252.02,3242,210.65,2259.2,222.79,1309.7,255.8,2380.7,359.27
20898,1233.6,341.09,4220.5,302.92,3955,251.66,3288.6,221.31,2277.4,226.12,1307.2,258.66,2562.4,392.22
21138,1216.8,304.07,4111.7,275.15,4015.3,238.21,3449.2,204.01,2417.2,203.98,1405.7,230.46,2670.8,362.37
21378,1198.4,290.99,4040.2,276.1,3902.3,234.87,3490,207.54,2423.4,201.4,1568.6,242.82,2770.5,374.2
21620,1262.9,308.81,4038.2,284.55,3977,244.71,3498.1,215.74,2483.5,222.8,1611.9,258.74,2941.4,413.67
21858,1294.9,304.92,4094.1,288.78,3964.6,242.72,3651.6,233.66,2620.9,227.05,1380.2,187.14,3340.1,437.38
22098,1221.9,276.66,3886,265.05,3603.7,220.83,3718.1,221.01,2384.9,195.19,1859.9,235.22,3274.1,394.07
