0,24.133,60.626,65.234,3817.5,37.437,1938,38.812,2311.3,85.193,2918.7,41.205,1916.1,34.094,1985.3,44.449,2489.9,47.162,3553.6,34.316,2296.2,58.374,3645.8,51.647,3067.6
301,20.471,92.399,70.786,2799.3,39.338,1438,39.911,1757.2,83.58,2317.8,40.261,1509.4,33.485,1497.9,44.155,1752.6,54.542,2559.3,36.76,1667.5,60.711,2794.1,52.837,2255.2
601,32.281,902.97,70.619,3089.9,38.751,1600.9,39.33,1976.5,85.665,2400.5,40.785,1597.8,33.954,1730.1,43.041,2039,51.106,2914.6,40.336,1850.2,66.304,2926.2,46.404,2400.9
902,54.802,2827.6,59.989,3104.5,30.591,1698.5,31.246,2020.8,69.866,2477.5,33.067,1762.8,33.325,1834,33.155,2057.6,46.88,3043.3,30.476,1994.1,55.835,2979.5,36.874,2469.5
1202,52.366,2698.8,59.551,2898.3,32.605,1563.7,34.652,1963,76.228,2415.8,36.48,1756.8,31.978,1855.4,34.841,1951,38.284,2881.6,31.159,1993,56.007,2724.6,41.33,2416.5
1502,58.44,2421.8,68.312,2660,38.861,1560.1,36.102,1779.1,81.414,2153.5,38.799,1599.5,33.504,1693.4,35.961,1678.7,50.483,2665.9,40.171,1892.9,57.163,2668.9,44.941,2281.8
1802,54.743,1900.5,53.313,2062,38.829,1275.9,29.505,1435.8,74.452,1884.4,31.573,1410.9,28.968,1464.6,31.762,1324.8,43.112,2124.3,33.677,1630.8,50.63,2091.9,40.384,1713.1
2102,58.106,2395.6,67.426,2532.5,46.455,1521.2,40.292,1731.8,86.764,2139.8,36.713,1573.3,34.622,1748.3,32.834,1492.8,53.988,2501.1,39.43,1986.1,58.304,2604.9,42.41,2119.6
2402,51.574,2035.9,55.345,2192,34.452,1350.3,34.535,1596.7,73.019,1924.1,27.004,1421.4,26.81,1655.3,26.806,1355.8,40.743,2361.7,36.343,1830.6,45.99,2121.4,35.514,1793.7
2701,50.29,1379.1,51.703,1466.2,31.31,870.3,32.946,1056.3,63.331,1526.9,28.751,1093.4,25.56,1222.6,27.528,992.57,32.102,1601,34.766,1375.9,44.861,1444.7,36.244,1193.6
3002,57.663,2069,63.27,2260.2,38.848,1330.9,38.525,1680.9,67.725,2015.6,26,1493.1,29.494,1759.3,26.496,1305,33.136,2182.3,35.262,1973.1,44.126,2220.1,38.133,1882.2
3302,57.851,2439.9,52.702,2602.5,36.281,1551.3,37.585,1971.7,63.835,2325.8,26.153,1820,24.987,2075.8,22.614,1632,27.717,2631.2,36.385,2326.3,44.037,2493.9,39.983,2167.1
3602,53.699,2276.9,53.012,2499.1,33.299,1512.1,41.252,1965.9,59.408,2030.3,25.212,1745.4,29.347,2091.6,30.717,1550,33.536,2563.6,35.161,2212.8,41.434,2344.6,38.708,2067.4
3902,48.979,1696.7,50.645,1821.9,33.938,1189.7,43.319,1588.1,56.924,1671.4,25.648,1328.2,28.492,1629.9,25.944,1202.8,36.987,2030,35.191,1743.4,42.41,1781.6,33.059,1575.6
4202,41.517,1691.1,41.79,1711.4,30.595,1149,35.093,1587.1,52.245,1663.8,22.048,1367.5,20.941,1628.6,18.216,1151.5,28.19,1900.3,26.635,1674.4,36.548,1724.6,34.425,1585.2
4501,50.116,1777.5,50.657,1814.4,35.507,1207.6,40.425,1665.1,56.708,1794.4,25.636,1417.4,24.749,1644.6,22.463,1227.7,34.046,2142.6,29.485,1797.7,38.639,1691.6,36.639,1579.3
