14401,196.8,884.55,274.01,825.11,242.56,955.16,144.55,872.32,138.03,897.68,141.33,685.3,254.52,764.32,77.297,1154.1,127.84,971.19
14701,184.89,995.67,270.54,922.82,246.62,1078.3,136.78,1020.5,118,1033.6,129.83,702.86,244.37,799.22,72.167,1340.1,123.82,1038.1
15001,155.26,657.4,202.49,551.35,192.47,648.98,97.516,592.05,86.166,638.81,91.568,437.35,174.8,494.36,60.702,804.82,84.03,602.89
15301,113.54,536.57,128,391.9,130.3,507.53,65.746,418.53,61.341,451.22,60.063,254.92,125.39,344.71,47.405,625.24,60.378,454.03
15601,210.95,895.73,280.93,788.59,270.21,926.29,129.04,794.8,130.77,882.3,145.31,624.64,247.89,768.55,85.873,1217.9,117.96,832.19
15901,160.72,845.33,201.15,698.83,210.47,840.83,101.44,678.63,94.665,751.78,101.29,510.99,175.07,612.6,62.13,1020.5,84.041,680.35
16201,166.37,906.89,186.93,719.58,197.68,913,102.88,782.58,90.67,789.92,99.527,520.57,175.75,641.85,62.463,1083.4,86.715,748.89
16501,165.46,1012.2,196.8,825.78,191.45,969.15,96.657,847.23,115.07,967.07,119.91,706.05,192.51,798.73,66.889,1282.8,75.93,856.5
16801,139.65,994.39,153.01,797.33,172.06,1051.6,80.953,841.58,94.068,955.79,84.317,592.96,145.13,697.38,56.535,1197.1,78.547,865.88
17101,128.32,1066.6,141.61,861.26,159.47,1148.4,74.632,939.25,87.669,1025.9,91.39,723.71,152.6,780.25,54.167,1309,69.617,941.49
17401,163.63,982.25,185.6,792.88,191.92,987.7,102.15,845.84,113.87,948.01,119.6,776.91,186.85,867.03,77.412,1345.8,85.692,897.71
17701,101.22,1081.6,117.7,881.53,130.27,1167.5,62.944,1004.8,74.433,1016.4,77.006,788.55,131.05,892.24,47.251,1413,53.646,1041.8
18001,109.11,1085.4,117.04,846.35,148.57,1201.9,71.475,969.54,76.914,1012.6,82.581,777.42,142.98,870.72,58.512,1370.7,65.664,1019.4
18301,96.492,1209.4,111.65,1009.6,132.47,1365.6,54.116,1069.8,58.678,1152.7,67.787,967.9,124.76,1116.3,53.859,1477.9,58.606,1170.6
18601,112.96,977.18,130.8,874.2,145.13,1141.6,72.667,893.56,82.02,971.95,83.473,826.33,135.44,946.37,59.482,1303.7,66.55,1002.4
18901,90.88,887.92,108.17,809.05,120.91,1030.8,50.768,831.57,59.178,864.65,68.62,754.85,120.95,892.75,48.556,1118,55.809,885.54
19201,111.63,1066.1,122.81,997.57,143.57,1300.6,60.67,990.99,83.758,1123.9,84.317,955.6,139.92,1116.4,61.166,1398.9,66.733,1145.7
19501,49.784,735.6,54.003,604.8,71.064,936.07,29.635,725.65,35.605,697.28,35.317,536.54,70.391,631.48,35.31,833.01,33.574,679.47
19801,90.179,1180.9,91.569,1020.8,103.3,1422.5,48.799,1126.7,62.346,1212.6,63.763,978.25,101.82,1138,50.95,1487.1,53.958,1157.1
20101,70.501,842.42,65.056,711.99,87.732,1117,32.348,797.17,43.653,800.87,43.693,673.66,86.056,904.81,39.675,1013.3,43.487,824.67
20401,66.547,1103.1,64.248,903.8,82.796,1457,30.354,1082.9,39.993,1052.5,39.67,877.8,81.604,1095.4,40.947,1309.6,45.003,1116
20701,61.468,779.93,58.297,659.57,76.289,1043.7,27.214,772.65,37.045,760.2,43.202,649.8,85.165,866.21,38.762,977.33,43.861,801.14
21001,33.946,780.98,34.506,653.38,39.795,979.04,16.661,773.13,20.843,667.81,25.277,582.17,51.059,731.31,24.597,938.92,26.548,742.68
21301,61.01,883.17,58.715,735.98,65.481,1092.5,31.985,858.94,33.119,782.9,41.77,690.76,82.533,952.05,35.897,1053.4,45.409,898.1
21601,56.89,812.85,54.872,710.26,69.331,1027.4,30.357,790.01,32.348,702,37.288,667.82,87.966,915.77,35.531,959.37,42.929,855.62
21901,61.384,1106.6,63.93,1035.6,68.834,1463.5,38.168,1129.9,37.945,1090.8,48.624,1034.9,98.441,1288.9,48.842,1510.2,50.215,1324.9
22201,66.626,841.04,65.997,779.39,70.228,1106.3,39.616,804.03,33.054,753.31,50.105,761.74,98.964,998.29,48.404,1096.8,45.873,957.32
22501,73.981,741.29,67.139,660.18,77.585,987.58,62.313,762.21,43.98,625.43,60.545,605.38,103.3,839.07,60.705,937.02,44.345,791.7
22801,90.809,744.61,88.865,713.23,96.299,1031.8,95.547,762.94,64.037,650.05,99.88,664.83,134.6,905.73,85.639,950.74,62.725,785.39
23101,81.334,449.55,69.521,404.71,88.761,627.3,80.73,419.33,53.421,356.09,76.46,328.77,106.03,495.43,82.327,543.75,53.741,506.94
23401,137.71,580.67,118.62,556.38,135.81,753.85,165.83,574.19,101.33,501.19,160.83,510.25,180.11,724.48,140.47,699.77,89.199,686.44
23701,182.06,848.71,159.69,821.43,185.42,1061.1,237.5,855.33,137.35,740.74,235.72,709.87,233.93,943.29,206.54,969.02,119.42,934.66
24001,219.58,651.63,198.3,655.86,228.19,790.19,296.08,627.45,167.24,526.14,296.8,520.36,266.81,702.34,258.07,757.77,158.96,779.28
24301,213.85,718.4,173.53,644.39,194.54,766.9,270.5,641.89,142.2,494.47,252.48,466.34,235.92,637.69,232.21,739.85,137.95,761.29
24601,219.09,671.12,186.11,616.7,203.53,695.6,284.77,588.18,143.56,476.86,270.82,446.13,247.78,613.96,247.58,678.98,136.08,708.7
24901,200.63,708.74,182.95,709.71,186.03,755.89,258.84,642.01,136.51,504.39,254.5,444.84,244.68,650.63,234.05,683.01,132.86,787.49
25201,228.65,679.21,202.9,692.25,210.15,728.6,294.84,624.89,148.02,484.76,274.82,416.6,261.99,608.76,260.47,644.57,142.05,696.7
25501,218.44,847.29,204.59,918.66,199.7,894.27,277.71,772.6,139.55,617.45,251.52,531.41,256.24,777.83,257.19,785.18,141.45,927.49
25801,201.37,437.24,177.1,471.13,188.56,491.01,252.58,403.44,126.01,328.36,218.92,279.65,228.37,422.09,213.31,403.6,126.5,483.22
26101,260.79,627.61,228.7,714.77,227.03,664.77,318.44,586.2,164.53,467.97,304.69,407.42,291.26,577.65,284.57,582.86,170.5,723.71
26401,238.18,657.9,189.84,698.41,195.79,664.17,284.38,602.32,147.33,468.25,244.37,370.85,251.53,536.55,222.59,570.63,141.45,722.17
26701,186.72,793,162.36,879.37,154.1,839.36,240.9,777.81,118.69,580.24,224.65,488.14,219.76,652.18,184.48,718.19,118.32,876.51
27001,208.37,636.39,186.65,725.88,174.61,646.71,269.44,602.18,131.35,456.1,237.81,406.12,233.17,567.22,209.07,572.5,123.43,659.95
27301,230.97,1090.6,216.61,1338.1,199,1080.9,312.46,1086,158,852.18,309.32,744.84,299.94,981.39,261.54,1057.5,149.74,1221.1
27601,231.03,714.63,222.73,921.29,197.13,781.32,323.56,755.41,169.79,617.05,322.25,607.37,305.12,775.44,257.88,756.54,154.45,838.68
27901,212.45,754.65,195.51,936.31,176.19,781.35,267.98,694.1,127.25,516.11,235.85,510.22,223.42,642.73,221.51,783.83,139.14,809.92
28201,224.75,1115.6,208.48,1436,211.41,1283.7,291.78,1107,133.08,813.7,276.37,811.56,269.19,973.92,237.65,1220.4,135.76,1153.3
28501,184.18,1057.8,178.04,1420.2,170.66,1175,267.48,1078.6,113.07,817.39,222.89,791.03,216.83,936.09,209.02,1210,108.2,933.07
28801,111.59,709.02,104.87,897.75,103.91,814.3,134,681.27,61.386,498.8,114.24,479.09,124.5,603.36,119.36,778.68,76.646,731.07
29101,143.31,734.4,143.46,992.81,133.35,804.58,201.07,754.98,82.208,562.16,205.5,616.04,184.83,742.47,169.53,871.87,100.34,748.34
29401,118.02,671.3,120.53,920.22,105.96,689.22,158.02,652.38,71.63,480.19,147,490.8,139.15,590.29,129.47,783.61,80.661,666.77
29701,46.529,344.04,44.158,448.16,47.54,452.44,47.211,293.37,25.271,256.79,52.376,224.19,76.248,309.47,55.766,446.51,39.906,380.33
30001,80.53,544.08,70.914,623.94,71.102,546.08,87.828,469.99,42.693,384.01,96.925,408.15,104.61,497.01,88.911,619.25,54.705,537.64
30301,51.94,435.76,41.455,411.88,52.868,520.44,43.195,298.11,23.387,293.34,47.405,254.99,63.616,340.33,60.717,508.8,37.604,383.12
30601,104.33,956.84,97.881,1069.8,85.153,1039.7,126.76,862.68,55.124,649.6,113.1,624.71,118.07,735.83,116.59,1118.8,66.525,881.76
30901,71.216,915.07,62.886,915.97,61.906,944.91,91.737,829.4,38.237,578.71,84.445,559.34,89.743,653.39,81.946,988.71,54.416,816.78
31201,90.417,1074.6,88.174,1143.4,73.666,1065.4,126,1007.1,45.523,677.25,113.26,704.22,108.7,792.8,103.4,1190.5,65.44,939.41
31501,45.525,412.08,45.153,422.17,38.299,418.53,53.654,376.34,17.608,235.82,46.757,254.6,59.562,314.47,43.502,394.75,34.48,357.28
31801,44.715,750.1,41.902,666.59,35.443,730.89,51.297,669.14,18.555,448.46,54.206,458.96,61.377,491.84,53.573,773.14,38.417,632.72
32102,40.215,495.78,31.273,404.24,30.577,512.99,40.765,426.96,14.713,265.46,41.164,286.58,52.284,328.07,40.04,467.71,31.144,397.74
32401,54.794,905.76,50.786,809.75,41.886,870.58,54.083,777.8,23.376,508.02,65.478,554.26,64.043,549.43,49.793,847.52,40.696,720.62
32701,89.627,920.68,76.228,824.03,66.922,925.16,79.16,817.92,34.467,515.32,98.707,579.29,75.369,554.63,67.873,851.87,66.532,749.27
33001,94.084,917.18,78.888,804.95,66.382,933.08,76.768,825.17,39.19,524.99,106,578.39,83.324,529.19,62.802,897.27,71.908,764.34
33301,91.66,557.24,57.775,439.34,71.234,577.94,61.794,473.32,36.734,304.88,101.42,342,80.694,342.8,42.54,507.62,64.316,455.03
33601,87.755,403.86,50.643,309.17,60.39,377.61,46.287,326.89,35.493,216.2,87.05,243.69,69.941,247.7,39.448,347.72,56.798,301.1
33901,154.58,589.15,91.755,488.78,132.78,646.66,83.021,529.41,71.35,354.33,156.09,359.91,107.71,348.94,49.171,501.72,101.93,457.77
34201,243.74,704.96,148.68,618.33,202.42,774.47,121.43,630.83,114.56,459.44,276.3,447.12,171.61,430.18,72.749,635.06,157.15,556.49
34501,219.55,512.35,122.46,419.87,192.57,565.58,98.458,407.82,96.159,289.61,232.57,301.39,161.01,296.25,56.294,420.59,122.79,394.41
34801,171.19,453.8,88.044,351.89,145.37,497.85,86.591,381.4,69.893,254.88,174.06,232.22,141.78,269.97,46.611,355.6,102.53,356.49
35102,301.64,675.67,168.59,563.02,268.38,809.4,131.19,527.4,134.68,414.87,303.28,394.88,212.17,397.24,79.284,593.68,180.44,548.33
35401,414.59,545.52,221.33,453.2,358.73,633.36,175.25,401.52,188.29,333.1,397.1,306.8,279.55,309.12,102.23,488.49,238.89,446.21
35701,415.65,741.38,228.58,633.15,350.66,834.37,175.8,556.47,194.78,490.6,407.41,400.19,297.07,393.04,96.99,637.89,238.54,608.58
36001,140.82,240.2,62.558,162.18,94.432,213.43,40.097,124.74,50.896,129.14,86.729,87.526,96.523,119.51,34.951,175.11,69.956,168.96
36301,259.82,369.01,135.65,293.19,214.59,391.35,85.468,200.48,106.13,202.57,185.59,144.28,170.82,171.38,50.532,255.88,124.65,265.5
36601,234.74,436.19,106.73,333.07,175.15,439.11,72.893,244.31,83.331,234.14,167.38,176.57,151.9,197.71,49.177,340.8,103.96,302.65
36901,386.52,608.86,210.34,543.4,328.91,669.11,150.87,415.45,170.95,394.84,364.02,312.28,289.32,320.42,95.163,561.46,194.4,493.47
37201,150.5,220.27,70.606,169.64,116.93,213.39,52.26,134.78,65.064,137.09,129.1,113.75,125.4,141.08,37.511,187.54,79.846,185.78
37501,330.04,747.99,156.15,626.34,246.7,748.42,125.39,536.66,141.34,493.07,302.73,386.81,266.88,409.27,78.983,660.34,164.09,629.87
37801,357.03,576.48,186.66,549.52,338.79,675.62,167.51,467.38,164.97,434.89,384.01,348.76,303.22,361.45,91.703,558.34,212.54,563.4
38101,144.78,422.24,70.912,367.74,131.6,486.9,62.941,325.09,49.942,247.24,118.9,181.44,132.78,240.06,37.035,336.36,74.66,352.2
38401,198.71,394.78,97.359,392.26,188.14,475.09,84.184,290.69,68.717,234.97,156.04,178.64,166.22,252.79,48.411,334.47,98.394,333.46
38701,59.006,199.83,22.224,142.65,47.216,210.02,22.181,147.1,17.583,101.57,39.488,77.85,62.84,125.14,22.913,183.26,32.672,187.32
39001,294.24,730.29,152.14,718.87,249.08,854.26,128.5,595.73,144.04,591.03,269.81,358.49,240.79,434.32,81.49,734.18,152.27,724.4
39301,304.38,879.05,145.9,784.49,242.47,962.1,136.86,729.61,147.74,738.76,284.32,441.24,247.62,524.28,83.945,909.94,168.5,917.71
39601,231.25,804.54,114.16,725.36,208,970.64,106.77,678.03,110.44,673.29,235.82,396.37,212.67,497.42,74.956,897.01,134.52,837.06
39901,259.18,728.31,136.12,685.28,221.28,811.97,116.08,575.53,123.64,604.25,241.7,355.56,220.7,450.86,70.196,713.07,142.39,682.53
40201,268.63,915.02,167.79,935.07,274.71,1168.8,146.25,780.99,150.18,828.14,312.35,482.5,280.85,634.46,90.945,1047.1,176.93,946.63
40501,163.61,613.48,86.628,571.35,164.55,778.56,76.902,492.69,76.221,509.39,161.49,299.39,161.44,404.47,57.489,657.03,99.89,569.78
40801,182.69,717.03,106.82,738.59,182.78,930.33,86.456,623.89,100.93,701.33,186.72,359.76,183.3,489.51,65.37,809.4,114.62,728.55
41101,135.89,583.53,71.519,550.12,141.04,802.61,69.018,521.67,75.531,580.28,129.69,286.42,138.14,386.05,48.047,687.21,78.64,631.59
41401,110.68,760.68,64.374,776.27,118.5,1042.1,52.471,669.35,60.383,804.47,113.16,378.35,110.99,496.9,43.231,929.83,67.57,814.65
41701,149.41,830.1,92.631,943.77,167.22,1201.7,76.782,812.34,90.73,972.43,157.31,449.14,158.71,639.11,62.341,1075.3,102.14,973.1
42001,106.25,755.11,61.094,826.36,110.22,1059.2,52.452,781.87,62.157,908.03,112.91,452.72,112.87,576.73,44.543,986.89,68.494,864.73
42301,69.551,361.66,36.168,368.59,78.226,563.45,32.563,385.16,35.031,402.93,61.443,207.19,77.1,295.07,37.48,516.68,46.859,387.69
42601,105.4,671.3,77.108,828.77,117.97,990.46,56.379,691.51,69.439,815.14,106.21,406.8,109.7,540.73,50.878,886.85,79.282,804.99
42901,66.517,396.77,38.236,401.02,64.534,535.07,34.814,400.3,42.508,520.79,58.053,231.22,76.643,342.79,35.023,538.06,53.078,470.05
43201,81.237,672.31,50.968,734.45,78.978,885.71,44.695,717.42,51.928,870.66,77.282,391.19,90.69,521.87,44.549,890.34,62.031,805.99
43501,112.47,691.83,70.881,783.99,101.56,980.18,63.42,724.12,68.209,879.99,105.93,413.88,116.02,557.92,49.729,939.13,77.39,832.68
43801,61.602,472.19,34.017,446.28,52.446,628.37,34.819,539.86,33.753,583.61,58.241,268.64,72.976,376.21,31.011,670.69,47.08,580.33
44101,115.56,478.89,70.494,526.81,93.506,645.53,73.872,515.61,58.033,619.91,114.82,300.32,119.11,399.99,53.052,691.05,91.121,584.68
44401,47.775,183.21,25.949,184.89,30.429,218.65,23.116,188.48,21.087,235.92,38.944,107.6,56.836,155.24,26.718,271.94,38.841,250.06
44702,135.06,350.97,82.434,395.19,116.77,462.67,98.38,385.41,68.96,486.3,132.32,234.59,136.44,314.21,76.695,541.59,107.72,453.01
45001,184.08,485.58,134.64,585.08,173.08,660.27,162.09,551.24,105.07,673.2,201.64,318.67,217.84,412.46,99.893,728.25,153.13,639.35
45301,210.02,646.13,160.61,796.7,202.86,843.14,204.45,773.2,126.91,958.36,258.15,429.16,256.99,514.81,112.49,981.38,168.22,860.13
45601,278.77,688.51,217.69,846.23,270.64,850.21,292.07,821.58,164.65,1023.3,357.32,444.93,345.94,537.97,167.46,1020.4,241.9,916.29
45901,303.91,464.3,234.03,581.3,307.47,580.11,330.41,540.88,178.1,676.93,398.05,309.24,346.88,359.11,180.77,691.14,275.33,623.09
46201,213.62,455.81,174.84,576.32,209.45,536.37,249.58,573.17,125.38,688.42,285.3,276.48,256.59,327.24,136.36,647.71,183.2,561.76
46501,251.43,432.19,206.35,544.18,270.06,526.58,314.54,551.08,152.22,650.67,373.17,268.41,321.89,340.86,174.61,628.98,234.09,534.03
46801,177,265.59,155.78,342.23,200.28,348.18,222.88,340.87,108.13,404.52,253.54,161.01,210.32,198.69,119.12,390.68,160.33,335.42
47101,154.15,292.98,154.92,450.99,176.06,410.57,194.51,394.56,105.91,510.08,251.39,195.85,213.24,255.17,130.54,484.27,170.84,443.28
47401,130.99,325,136.01,495.75,156.21,438.6,163.11,415.61,84.28,539.82,203.97,208.37,200.09,280.28,95.525,454.85,119.06,418.38
47701,327.88,567.3,324.31,797.33,333.72,620.77,430.5,707.31,233.93,970.18,666.28,400.51,516.92,524.42,269.43,860.28,327.88,709.04
48001,370.9,617.83,365.34,852.52,377.4,679.88,489.93,741.29,280.45,1027.2,769.02,453.88,546.82,557.79,323.69,962,420.97,802.32
48301,366.83,769.02,337.19,1103.8,343.24,860.5,464.83,949.81,259.01,1231.9,712.08,523.45,500.96,618.65,303.32,1172.7,376.43,976.1
48601,280.11,601.33,276.33,863.81,292.71,700.4,368.37,728.38,210.22,986.77,550.89,425.06,403.98,523.55,251.95,914.81,301.22,761.45
48902,270.58,678.98,262.85,961.82,284.71,800.11,357.39,803.15,198.37,1034.5,527.55,447.48,389.54,570.37,241,1011.7,269.43,805.88
49201,220.16,608.92,217.51,848.51,249.13,747.85,278.6,760.85,173.16,922.03,382.28,373.84,288.83,493.53,192.94,917.1,218.14,743.4
49501,147.42,525.57,145.95,753.26,152.06,616.34,202.93,648.12,111.08,730.03,272.93,327.17,217.27,420.54,123.3,672.68,153.84,583.85
49801,270.97,878.63,282.76,1277.1,262.18,1008.3,373.16,1174,192.39,1162.3,538.31,603.79,356.11,736.45,250.04,1302,292.82,1076
50101,240.91,987.94,244.84,1355.7,247.61,1105.3,324.14,1237.7,186.25,1314.3,509.76,694.37,331.35,784.37,237.26,1433.6,274.92,1194.9
50401,232.01,851.91,218.79,1014.6,228.8,894.17,318.78,991.95,174.69,1027.8,486.48,615.59,319.2,699.22,230.19,1182.7,257.16,933.01
50701,197.57,927.79,204.53,1098.1,212.28,1040.6,282.2,1089.6,154.8,1068,430.84,660.05,280.46,726.45,211.05,1349.5,225.99,1020.3
51001,171.17,1030.7,156.24,1123.2,172.94,1132.1,235.77,1206.1,127.13,1129.6,335.39,674.72,228.99,811.36,180.36,1452.3,192.75,1098.1
51301,164.94,1079.4,169.11,1196.7,166.99,1194.7,230,1346.4,117.54,1173.1,319.77,730.09,223.29,901.43,172.32,1553.8,190.74,1188.2
51601,166.34,998.36,173.37,1064.1,160.76,1082.6,223.47,1237,125.4,1048.5,329.42,677.48,237.87,891.52,176.6,1481,190.91,1072.7
51901,126.85,866.74,145.28,916.78,129.57,935.81,178.66,1072.4,100.66,896.41,254.25,597.64,200.05,809.04,148.91,1269.3,157.7,937.49
52201,94.834,679.52,96.901,719.47,96.281,802.66,126.66,908.09,64.883,675.67,156.86,435.66,143.39,652.15,97.388,982.85,101.5,747.14
52501,108.2,877.83,107.89,830.66,90.965,863.54,128.77,1025,59.54,691.1,198.03,558.09,137.13,661.36,89.36,1054.6,89.004,750.85
52801,136.07,867.89,135.46,843.86,120.08,867.34,153.53,1034.9,89.542,837.89,252.06,666.48,174.91,852.59,140.54,1203.6,130.9,857.02
53101,96.378,960.91,97.288,947.5,92.314,1032.3,115.17,1150.8,53.168,793.63,163.91,619.65,100.21,705.57,94.822,1321.5,79.071,835.7
53401,88.304,1147,82.589,960.31,75.856,1173.2,101.75,1382.4,43.51,836.31,153.22,764.14,99.341,802.2,79.443,1420.9,69.252,858.57
53701,88.2,791.51,66.428,566.01,70.907,769.38,101.27,935.41,32.06,469.2,124.18,491.77,105.7,695.52,77.228,933.91,58.054,537.69
54001,103.87,1067.7,113.52,1056.8,86.052,1063.7,147.61,1491.7,87.348,1026.7,200.88,805.68,151.64,1022,95.451,1383.9,111.65,1105.3
54301,87.745,770.45,79.367,670.41,44.814,525.8,103.63,1009.2,66.691,698.63,165.28,617.12,106.46,673.71,65.731,898.85,76.303,674.25
54601,108.17,810.56,118.17,791.5,78.582,687.15,132.65,1093.1,100.56,750.79,226.11,686.84,132.37,699,92.958,1096.4,128.6,801.67
