0,41.697,1846.1,51.212,2424.4,38.324,1757.7,38.674,1721.9,38.777,1733.5,31.646,1915.9,38.187,1450.3,25.597,1690.9
303,42.364,2009,54.513,2618.3,42.688,1866,44.444,1958,46.63,2028.5,32.825,2298.5,45.736,1628,33.775,1705.3
603,47.571,2297.3,49.791,2784.3,40.418,2132.2,38.499,2074.1,38.282,2107.7,31.018,2534.9,35.292,1735.5,22.507,2155.6
903,42.531,2039.6,44.389,2387.3,32.091,1768.6,33.31,1752.4,36.162,1790,25.518,2118.4,33.136,1279.2,22.397,1625.8
1203,42.335,2173.3,49.437,2734.7,33.635,1864.5,35.802,1893.9,40.996,1930.4,36.111,2436.3,41.971,1408.3,30.945,1659.3
1503,39.418,1754.3,40.347,2248.3,32.026,1627.7,31.458,1486.9,33.854,1389.8,28.014,1991.5,29.642,1099.8,22.639,1403.7
1803,36.012,1926.3,48.975,2399.4,29.548,1715.9,32.233,1695,38.143,1619.7,29.777,2241.4,32.097,1204.4,28.556,1476.2
2103,31.199,2040.7,38.128,2705.9,18.804,1810.8,20.333,1739.1,24.413,1774.7,18.127,2572.8,23.955,1308.9,21.153,1770.8
2403,31.031,1262.6,41.056,1942.8,23.019,1326.1,28.868,1087,28.122,913.81,25.569,1598.5,21.043,733.93,17.394,1138.9
2703,20.543,1089.4,34.652,2086.7,21.563,1401.7,23.004,1242.7,20.977,798.85,23.418,1631.6,14.922,661.2,13.183,992.45
3003,36.672,1468.8,42.289,2029.8,30.363,1337,31.683,1146.8,29.125,996.26,25.621,1619.4,21.314,762.15,21.782,1339
3303,38.532,2503.7,37.357,2972,37.101,2089.3,34.258,1740.1,40.03,1895.2,28.241,2388.6,30.055,1393.9,28.353,2311.8
3604,42.734,2380.1,49.253,2986.5,37.17,2040.7,34.292,1828,41.628,1972.6,38.447,2563.9,30.567,1394.1,39.671,2302.3
3903,40.662,2065.9,39.931,2634.4,31.911,1833.4,30.889,1669.9,29.485,1635.7,28.686,2076.9,23.467,1149.5,29.306,2119.3
4203,45.005,1887.3,45.984,2433.4,36.077,1776.7,33.311,1659,37.375,1521.5,32.05,1860.8,25.669,1052.4,40.168,1857.1
4503,44.369,2099.2,45.596,2668.9,42.593,1991,36.685,1946.9,39.095,1794.8,32.482,2175.4,24.146,1232.2,38.123,2018.8
4803,43.926,1943,43.013,2624.8,35.771,1741.3,30.209,1924.8,26.886,1580.1,30.004,2086.5,20.565,1165.4,29.01,1843.9
5103,44.689,2163.1,45.505,2590.2,43.58,1814.6,35.24,1905.7,31.624,1522.6,34.965,2050.7,23.213,1187.5,38.601,1787.7
5403,35.21,1779.4,37.559,2607.5,32.685,1903.1,30.399,1737.9,22.284,1126.4,29.874,1911.8,20.442,1053.1,25.155,1629.4
5703,41.947,1927.9,38.162,2236,42.722,1679,32.77,1558.3,37.429,1348.1,33.128,1594.7,22.217,1064.3,35.05,1755.6
6003,45.152,2309.8,34.22,2725.9,44.955,2108.3,37.356,2293.5,37.022,1898.8,39.392,2217.1,28.369,1399.9,56.195,2338.8
6303,43.724,2242.2,32.817,2731.2,40.303,2099.4,34.765,2216,33.258,1801.6,30.708,2034.5,24.611,1359.9,42.02,2460.2
6603,46.363,2059,38.827,2576.4,44.985,1925.7,38.111,2192.9,30.574,1660.2,31.171,1797.5,25.687,1206.8,46.423,2001.2
6903,49.196,2500.4,39.703,2775.1,42.803,2157,43.349,2456.8,44.942,1955,38.661,2065.5,32.852,1430.2,64.099,2343.5
7203,49.458,2377.7,34.917,2615,44.92,1987.9,36.413,2173,33.1,1703.9,40.026,1911.4,24.117,1263.4,46.342,2190.3
7503,49.743,2470,37.305,2809.1,47.135,2156.2,35.953,2403.8,36.703,1865.1,40.31,2097.5,24.745,1432.6,53.62,2178.9
7803,39.356,2645.3,33.476,3083,32.363,2455.8,31.779,2551.2,28.78,1950.2,31.376,2227.5,20.423,1637.9,47.528,2469.4
8103,43.441,2623.9,43.87,3178.5,49.414,2543,39.676,2497.4,42.206,2033,39.917,2175.8,25.904,1663,52.321,2696.3
8403,42.073,2650.3,41.706,3376.5,49.624,2557.4,40.987,2497,35.924,2083.8,35.105,2121.8,27.386,1651.1,53.454,2505.1
8703,43.077,2894.6,45.578,3632.5,48.727,2877.7,37.116,2616.2,35.736,2096.7,34.626,2083.3,22.099,1719.4,54.321,2948.5
9003,49.814,2244.9,51.422,2710,56.548,2223.3,44.033,1962.8,42.823,1512.2,42.161,1616,35.056,1411.7,57.507,2008.6
9303,54.422,2802,52.052,3130.9,55.946,2664.4,50.652,2404.2,44.216,1872.6,50.082,2122.6,38.641,1893.5,63.337,2161.9
9603,44.722,2375.8,51.111,2754.5,56.182,2353.6,38.331,1959.7,30.275,1440.1,33.913,1683.9,29.573,1579.4,47.715,1911.8
9903,53.864,2728.9,58.167,3069.9,68.425,2839.2,48.034,2281.1,41.077,1784.6,44.128,2024.3,37.842,1986,66.34,2185.6
10203,47.627,2645,55.529,2957.7,71.702,2856.1,59.023,2434.9,42.148,1716.6,44.879,1941.4,40.905,2016,70.682,2098
10503,45.868,2223,55.596,2492.6,49.894,2409.6,43.601,1937.1,31.991,1353.5,34.522,1451.1,27.751,1594.7,49.476,1840.5
