0,54.35,1709.6,50.495,1608.5,16.41,90.564,348.01,695.32,44.278,1569.6,56.954,2221.4,74.491,2010.7
299,48.979,2487.1,46.332,2241,12.116,129.09,262.51,1008.6,34.073,2258.5,47.806,3098.2,64.635,2714
601,54.099,2174.1,49.808,1934,23.42,668.94,315,906.83,44.03,1923.8,57.593,2515.6,76.194,2487.6
901,45.354,1845,44.753,1680.6,23.478,1130.9,228.23,775.73,29.467,1652.2,43.24,2209.6,61.337,2138.5
1201,45.248,1773.3,40.346,1633.9,42.704,1657.7,228.64,807.82,31.068,1574.9,41.725,2047.6,58.338,1923.3
1501,49.347,2335.9,45.369,2045.8,46.808,2168.7,247.05,1050.9,40.573,1993.8,60.373,2478.8,70.651,2448.4
1802,40.388,1724.4,33.01,1664.4,38.419,1677.6,160.05,969.01,25.022,1614.1,32.626,2020.3,53.924,1872.5
2102,32.483,1144.9,25.912,956.19,33.411,1131.8,120.34,663.51,21.725,1144.8,30.024,1482.6,47.645,1288.5
2401,41.639,2186.6,37.244,2047.2,36.925,1942.5,170.73,1324.3,27.14,2019.4,34.015,2343.1,56.667,2352.5
2702,40.306,1316.5,31.938,1223.2,35.965,1169.9,140.85,871.16,22.114,1292.1,29.669,1599.3,52.62,1566.7
3002,28.848,936.61,27.722,1092.3,27.879,986.93,114.78,825.83,19.874,1101.3,28.114,1409.7,47.134,1319
3301,39.371,1176.2,39.679,1196,29.263,1114.7,137.5,975,24.516,1291.3,30.83,1496,57.455,1589.6
3601,21.235,503.64,20.285,559.48,22.294,643.79,68.999,567.45,10.017,755.94,16.423,925.2,43.134,871.39
3902,38.791,1485.7,33.634,1410,28.457,1279.9,128.64,1291,23.623,1454.4,29.817,1598.5,56.6,1730.8
4201,24.259,889.3,21.061,634.17,20.926,778.74,60.428,753.68,13.067,902.54,9.8953,1005.5,41.656,984.46
4502,35.171,1521.7,29.681,1479.3,23.816,1337.6,95.927,1476.3,21.529,1479.2,21.682,1566,48.323,1622.2
4801,20.728,740.2,19.045,792.3,17.853,867.99,51.954,938.74,12.168,1010.3,11.916,1055,39.859,968.91
5101,21.93,803.81,19.383,742.54,20.821,784.71,66.549,923.4,10.088,872.73,11.417,936.38,40.318,941.92
5401,18.051,779.24,15.275,766.09,11.753,637.43,38.39,816.23,3.6742,635.66,7.4514,829.45,33.324,733.5
5701,26.34,1663.2,28.253,1649.5,26.22,1647.8,78.176,1966.6,22.349,1945.5,20.594,1869.1,45.013,1738.1
6002,31.018,1365,29.611,1485.8,25.626,1249.4,74.889,1664.4,21.992,1426,23.003,1595,46.044,1504.2
6301,29.575,1450,36.155,1576,33.263,1455.3,88.539,1794,30.099,1616.4,29.566,1729.7,49.246,1643.5
6601,16.315,803.37,20.209,991.61,12.758,554.36,36.711,1125.5,9.9259,1049.2,9.3391,1091.1,33.586,984.18
6901,25.962,1507.5,28.056,1728.7,29.976,1497.6,74.896,1918.8,21.835,1789,25.044,1956.1,45.62,1631.2
7201,31.894,1487.4,33.049,1702.5,37.593,1450.7,84.421,1911.6,31.424,1747.1,32.238,1920.4,48.536,1558.3
7501,27.908,1137.1,25.229,1352.3,28.701,1189.7,61.965,1479.9,25.269,1371.4,18.651,1642.4,45.527,1306.2
7801,28.46,1398.2,24.959,1648.6,28.77,1331,59.819,1746.9,28.148,1600,20.603,1883,47.552,1516
8101,30.989,1188.8,24.667,1376.9,31.834,1220.2,52.044,1448.8,25.78,1374,19.874,1738.7,43.404,1385.9
8401,25.009,1234.7,25.984,1392.2,33.542,1216.7,52.788,1458.9,28.371,1354.6,25.135,1698.3,50.814,1372.1
8701,28.085,1436.9,26.245,1594.6,36.982,1437.1,55.099,1576.1,26.788,1411.4,29.49,1952.1,54.925,1465.9
9001,20.928,1248,24.152,1438.1,31.295,1202.6,44.515,1434,21.161,1320.9,20.243,1776.1,45.349,1312.7
9301,25.625,1380,28.156,1582.9,34.96,1341.4,56.553,1636.9,26.196,1420.8,29.887,1954.4,51.193,1511.2
9601,27.705,1488.4,26.175,1641.3,34.685,1384.1,51.792,1724.5,23.695,1445,28.852,1951,51.397,1471.2
