2,25.264,1048.3,27.453,1141.8,28.871,1405.3,18.169,1298.7,31.705,1204.4,13.757,1128.1,12.854,1098.8,27.475,1023.9,36.573,1525.1,34.685,1794.8
306,22.378,927.58,28.153,1019.2,25.254,1297.9,21.32,1162.1,32.958,1135.2,13.163,1099.3,12.464,1119,28.839,972.06,41.408,1357.5,38.421,1809.8
606,24.419,948.91,33.202,1112.3,27.681,1364.2,21.432,1214.2,32.087,1170,19.872,1166.9,10.446,1138.8,31.586,1014.9,40.045,1415.5,39.531,1862.2
906,26.37,1028.7,33.855,1184.5,32,1473.7,25.087,1323,42.325,1332.5,23.009,1268.8,16.614,1279.7,34.398,1109.7,43.645,1549.7,45.261,2212.3
1206,24.277,906.86,26.756,1077.9,21.323,1329.7,18.456,1194.3,24.61,1216.7,15.962,1217.8,9.7066,1211.5,26.189,1111.9,40.544,1408.1,41.687,2009.9
1504,22.456,1030.1,23.401,1277.8,26.863,1432.9,19.335,1340.8,20.657,1254.3,15.631,1266.2,7.7603,1149.1,28.587,1131.8,35.578,1483.8,32.433,1825.6
1806,21.885,1213.8,23.532,1438.7,23.56,1620.7,24.624,1572.8,26.841,1566.5,18.114,1544.3,10.73,1449.5,26.709,1386.2,37.819,1739.8,36.698,2296.3
2106,19.024,796.69,18.184,963.06,24.017,1069.7,21.092,1027.9,16.829,1004.6,11.273,1051.4,9.1765,976.75,25.382,999.92,35.439,1124.7,34.321,1342.1
2406,23.353,1146.7,23.839,1346.6,31.786,1491.8,31.731,1425.8,27.713,1389.7,22.766,1448.2,17.384,1284.6,32.161,1338.4,40.65,1603,43.478,1906.2
2706,19.976,1195.8,19.696,1483.9,25.491,1553.6,19.661,1538.5,15.503,1436.5,13.335,1543.7,11.188,1379.1,26.586,1412,35.088,1619.3,36.569,1949.1
3006,22.7,1255.2,25.881,1584.5,29.27,1601.3,27.365,1599,19.924,1471,17.064,1626.1,13.196,1377.4,28.033,1488.5,36.221,1689.8,41.807,2048.1
3306,21.237,1069,22.617,1460.3,28.154,1345.5,29.753,1375.4,17.827,1185.5,20.749,1330.8,12.913,1057.4,30.503,1314.4,39.979,1453,40.77,1632.4
3606,19.16,1325.2,25.679,1937.9,21.928,1658.5,20.575,1663.3,15.112,1482,11.602,1697.2,7.4119,1257,29.226,1711,34.152,1661.4,36.363,1945.3
3906,22.156,1207.3,24.273,1746.3,22.273,1510.3,28.347,1539.1,10.906,1360.8,13.811,1502.4,11.434,1234.1,30.606,1453.2,35.044,1542.4,38.606,1691.6
4204,20.193,1130.7,20.188,1581.6,23.36,1366.9,23.915,1412.3,10.741,1222.7,8.8332,1382.2,9.0683,1216.3,23.801,1415.2,31.325,1440.8,34.386,1538.5
4506,18.941,1196.5,21.306,1697,24.312,1438.4,21.233,1458.2,10.472,1293.8,11.438,1457.6,9.6381,1248.5,26.68,1495.4,29.644,1466.1,35.147,1587
4806,21.725,1170.4,24.441,1609,26.892,1383.5,25.865,1451.5,17.241,1284,16.02,1480.4,21.166,1256.8,25.284,1436.2,32.888,1392.7,36.502,1528.2
5106,16.988,1272.3,19.083,1806.8,22.43,1524.3,19.116,1624.5,7.0372,1417.4,11.08,1624.3,10.066,1394.6,23.414,1605.6,29.973,1492.6,29.607,1697.3
5406,17.961,958.51,22.143,1335.5,24.108,1144.9,21.746,1181.2,8.4153,1048.8,11.767,1214.2,16.021,1105.4,23.435,1212.2,34.646,1123.4,37.824,1241.8
5706,17.405,1123.5,26.841,1539.4,33.089,1308.9,31.029,1410.3,16.45,1212.9,15.494,1356.7,22.119,1203.2,28.262,1321.8,33.509,1333.4,39.127,1431.9
6004,20.044,1294.3,24.746,1701.9,33.113,1535.1,22.483,1607.2,11.666,1429.9,13.477,1611.1,17.935,1421.3,28.422,1521.5,26.307,1545.2,38.634,1622.4
6306,19.326,1354.7,25.566,1834.2,40.718,1655.5,22.222,1660.3,11.838,1522.8,16.256,1753.8,20.329,1626.2,30.279,1696.6,25.492,1624.1,42.481,1713.8
6606,18.689,1040.1,26.869,1373.6,36.89,1246.4,21.595,1231.7,13.718,1085.5,18.778,1272.7,18.945,1150.5,29.629,1268.8,24.098,1262.6,34.753,1200.2
6906,21.11,1283.6,25.557,1649.2,39.239,1486.4,22.064,1437.4,16.328,1295.4,16.694,1580.2,15.214,1426.6,30.305,1481,20.686,1508,37.282,1401.8
7206,21.272,1296.9,25.994,1688,38.393,1508,16.665,1433.5,11.915,1294.2,15.338,1582.5,19.144,1460.2,29.584,1530.4,23.835,1555.2,31.875,1449.3
7506,18.618,1227.4,19.759,1584.1,29.724,1455.2,15.581,1418.9,8.9847,1229.4,9.2489,1463.1,9.3365,1369.2,23.856,1471,22.885,1561.8,28.333,1396.2
7806,25.183,1018.6,28.459,1308.5,36.991,1204,23.199,1143.2,14.583,1023.5,17.746,1205.5,17.765,1175.8,30.461,1296,29.969,1317.3,33.736,1116.4
8106,22.96,1165.3,24.017,1428.1,31.232,1287,18.829,1285.5,13.899,1125.8,15.011,1308,15.645,1236.6,32.081,1393.5,27.644,1484.2,31.037,1234.8
8406,21.493,1260.7,20.337,1472,26.845,1327.4,18.191,1371.4,5.9711,1094,11.303,1385,6.5195,867.39,29.556,1441.1,20.923,1368.5,27.529,1268.2
8706,28.087,1529.2,26.451,1660.5,31.459,1541.6,23.187,1590.7,11.269,1448,15.364,1641.6,14.605,1370.8,33.966,1703.8,29.524,1733.3,27.107,1503.9
9004,30.174,1585.4,23.609,1687.9,30.765,1593.4,18.83,1655.8,11.492,1523.5,12.426,1698.7,14.435,1544.8,31.08,1788.9,23.225,1768,24.859,1573.3
9304,31.747,1021.3,23.619,1104.1,30.97,1087.1,17.851,1057.5,12.55,981.6,8.6794,1149,14.163,974.96,32.133,1247.8,25.249,1124,27.368,1010.6
9606,31.151,1094.5,23.735,1158.6,31.178,1193.6,16.254,1123.2,13.91,1051.6,11.145,1265.5,10.471,984.64,36.717,1323.4,26.509,1187.4,28.076,1095
9906,32.985,1218.5,21.289,1272.5,31.467,1294.2,15.015,1075.6,9.6714,1178.9,10.997,1348.4,10.195,1020.1,35.702,1390.7,22.472,1216.4,21.195,1080.7
10206,26.703,1101.1,22,1137,29.4,1184.5,16.061,990.46,9.6769,1087.4,16.172,1298.5,11.075,998.22,35.456,1304.6,22.13,1225.8,18.397,769.92
10506,35.618,1451,29.227,1412.7,33.935,1446,24.5,1388.7,15.815,1438,13.204,1653,13.356,1193.6,37.973,1576.2,24.538,1595,20.896,1068
10804,32.674,1470.2,22.621,1382.4,29.896,1461.3,16.99,1474.4,10.904,1521.4,16.491,1669.1,11.065,1243.5,33.283,1570.7,20.586,1606.8,19.303,1182.9
11104,31.686,1159.8,27.919,1090,28.901,1147.1,17.623,1140.5,16.861,1171.5,16.921,1315.5,9.9806,1010.1,33.919,1274.9,21.486,1210.8,28.454,1169.7
11406,31.529,1390.3,24.365,1235,23.673,1343.8,21.136,1392.8,13.604,1405.2,11.684,1541.2,11.951,1201.3,30.762,1461.2,22.609,1493.4,22.727,1416.7
11706,25.387,1020.3,19.609,907.9,20.252,1010.1,17.166,1017,12.956,1018.3,8.203,1147.8,4.5271,929.81,26.86,1162.3,19.286,1040.5,22.476,925.96
12006,33.342,1345,30.539,1121.1,27.923,1348.5,21.474,1301.1,19.557,1355.7,20.313,1474.5,15.061,1198.6,32.156,1408.1,26.708,1419.9,19.783,1132.7
12304,37.346,1317.9,31.152,1076,24.132,1223.8,25.975,1261.4,19.51,1215.1,17.665,1365.8,9.5638,1101,36.479,1387,19.45,1295.3,23.445,1234.7
12606,32.216,1048,21.163,845.03,19.652,987.21,20.947,1032.9,16.746,1000.8,17.695,1128.4,11.079,948.75,28.819,1157.1,27.514,1038.5,22.509,996.35
12906,59.107,1383.6,37.872,1023.6,32.206,1216.2,30.806,1312.8,32.608,1209.1,37.856,1365,32.121,1101.4,40.459,1405.8,38.974,1305.6,28.705,1243.3
13206,87.682,1209.5,47.835,910.1,52.467,1161.1,45.912,1218.2,58.229,1319.5,61.599,1249,73.153,1108.8,56.186,1256,56.293,1243.7,48.66,1195.5
