0.06,44,300
0.05,44,600
0.05,44,900
0.06,44,1200
0.06,43,1500
0.06,43,1800
0.07,41,2100
0.08,40,2400
0.1,39,2700
0.11,37,3000
0.12,36,3300
0.13,36,3600
0.14,35,3900
0.16,35,4200
0.17,33,4500
0.17,31,4800
0.19,28,5100
0.19,25,5400
0.21,25,5700
0.21,25,6000
0.22,24,6300
0.23,23,6600
0.24,22,6900
0.24,21,7200
0.24,20,7500
0.24,20,7800
0.24,20,8100
0.23,20,8400
0.24,20,8700
0.24,20,9000
0.24,21,9300
0.24,21,9600
0.25,21,9900
0.25,21,10200
0.26,21,10500
0.26,22,10800
0.26,23,11100
0.26,23,11400
0.27,24,11700
0.27,24,12000
0.27,24,12300
0.27,23,12600
0.27,23,12900
0.27,23,13200
0.27,23,13500
0.28,23,13800
0.28,23,14100
0.29,23,14400
0.29,22,14700
0.29,22,15000
0.3,23,15300
0.3,23,15600
0.31,23,15900
0.32,23,16200
0.33,22,16500
0.33,20,16800
0.33,19,17100
0.33,18,17400
0.34,16,17700
0.34,16,18000
0.35,15,18300
0.35,14,18600
0.36,14,18900
0.37,15,19200
0.37,14,19500
0.38,13,19800
0.38,13,20100
0.39,13,20400
0.4,12,20700
0.41,13,21000
0.41,14,21300
0.42,14,21600
0.42,15,21900
0.42,17,22200
0.42,18,22500
0.42,19,22800
0.42,20,23100
0.43,21,23400
0.43,20,23700
0.42,21,24000
0.43,20,24300
0.43,20,24600
0.43,20,24900
0.43,20,25200
0.42,21,25500
0.42,22,25800
0.42,23,26100
0.41,23,26400
0.4,23,26700
0.41,24,27000
0.4,24,27300
0.41,24,27600
0.4,25,27900
0.39,25,28200
0.39,26,28500
0.38,27,28800
0.38,28,29100
0.37,29,29400
0.36,29,29700
0.35,29,30000
0.34,29,30300
0.33,30,30600
0.33,30,30900
0.32,30,31200
0.31,30,31500
0.31,31,31800
0.31,31,32100
0.3,30,32400
0.29,29,32700
0.29,29,33000
0.28,30,33300
0.28,30,33600
0.28,31,33900
0.29,31,34200
0.29,32,34500
0.29,32,34800
0.29,31,35100
0.29,30,35400
0.29,30,35700
0.29,28,36000
0.29,26,36300
0.29,25,36600
0.3,25,36900
0.3,24,37200
0.3,23,37500
0.31,21,37800
0.31,20,38100
0.31,18,38400
0.31,18,38700
0.31,19,39000
0.3,20,39300
0.31,21,39600
0.31,21,39900
0.32,22,40200
0.33,22,40500
0.33,22,40800
0.33,21,41100
0.34,21,41400
0.35,22,41700
0.35,23,42000
0.36,23,42300
0.36,22,42600
0.36,21,42900
0.36,21,43200
0.36,21,43500
0.36,21,43800
0.36,22,44100
0.36,23,44400
0.36,24,44700
0.35,24,45000
0.35,24,45300
0.35,24,45600
0.34,24,45900
0.33,24,46200
0.33,25,46500
0.32,25,46800
0.32,27,47100
0.32,27,47400
0.31,27,47700
0.31,27,48000
0.31,28,48300
0.31,27,48600
0.31,27,48900
0.32,27,49200
0.32,26,49500
0.31,26,49800
0.31,25,50100
0.32,25,50400
0.32,24,50700
0.32,23,51000
0.32,23,51300
0.32,23,51600
0.31,23,51900
0.31,23,52200
0.31,23,52500
0.31,23,52800
0.31,23,53100
0.31,24,53400
0.31,24,53700
0.3,23,54000
0.3,24,54300
0.3,25,54600
0.29,26,54900
0.28,28,55200
0.28,29,55500
0.27,30,55800
0.27,30,56100
0.26,30,56400
0.26,29,56700
0.26,29,57000
0.26,29,57300
0.26,28,57600
0.25,28,57900
0.26,27,58200
0.25,27,58500
0.26,28,58800
0.26,28,59100
0.26,28,59400
0.26,28,59700
0.25,27,60000
0.25,27,60300
0.25,27,60600
0.25,28,60900
0.25,27,61200
0.26,27,61500
0.26,27,61800
0.26,27,62100
0.26,26,62400
0.26,26,62700
0.27,26,63000
0.27,26,63300
0.28,26,63600
0.28,25,63900
0.28,23,64200
0.28,21,64500
0.28,20,64800
0.28,18,65100
0.28,18,65400
0.28,19,65700
0.28,19,66000
0.28,19,66300
0.29,20,66600
0.29,20,66900
0.3,20,67200
0.3,19,67500
0.3,20,67800
0.31,20,68100
0.3,20,68400
0.31,20,68700
0.31,21,69000
0.32,21,69300
0.32,21,69600
0.32,22,69900
0.33,22,70200
0.34,22,70500
0.34,22,70800
0.35,21,71100
0.35,21,71400
0.35,20,71700
0.35,19,72000
0.36,19,72300
0.36,18,72600
0.35,18,72900
0.36,18,73200
0.36,18,73500
0.37,18,73800
0.37,19,74100
0.38,19,74400
0.38,19,74700
0.38,19,75000
0.39,19,75300
0.38,19,75600
0.38,20,75900
0.38,21,76200
0.37,21,76500
0.37,23,76800
0.37,24,77100
0.36,24,77400
0.36,24,77700
0.35,25,78000
0.35,26,78300
0.34,27,78600
0.33,28,78900
0.33,27,79200
0.32,27,79500
0.32,27,79800
0.32,27,80100
0.31,28,80400
0.31,28,80700
0.31,28,81000
0.31,28,81300
0.32,29,81600
0.32,29,81900
0.32,29,82200
0.32,30,82500
0.32,29,82800
0.32,29,83100
0.31,29,83400
0.31,29,83700
0.31,29,84000
0.31,29,84300
0.31,30,84600
0.31,29,84900
0.32,29,85200
0.32,28,85500
0.32,26,85800
0.33,24,86100
0.33,21,86400
